version 5, schema units_tables
Unit_ID(string)	Screen_Name(string)	Category(string)	Class(string)	MP_Cost_Early(int)	MP_Cost_Late(int)	Turns_to_Build(int)	Cost(int)	Upkeep(int)	Campaign_Map_Action_Points(int)	Enabled__x0023__True_x0020_Disabled__x0023__False(boolean)	unknown4(string)	Unit_Icon_Path(string)	Unit_Info_Pic_Path(string)	Localisation_Key(string)	Region_IDRef(optstring)	Unit_Limit(int)	MP_Category(string)	Early_Availability(boolean)	Related_with_x0020_Early_x0020_availability(boolean)	Late_Availability(boolean)	unknown9(int)	Garrison_Availability(boolean)	MP_Unit_Limit(int)	unknown25(optstring)	unknown26(boolean)
"Steam_Ship_French_38"	"38-gun Steam Ship"	"naval_frigate"	"naval_fifth_rate"	1080	1080	5	900	220	70	true	"naval_captain"	"1deck38_steam"	"1deck38_steam"	"Steam_Ship_38"	"global"	0	"mp_naval_line_of_battle"	true	true	true	7	false	0	nil	false
"Steam_Ship_French_80"	"80-gun Steam Ship"	"naval_line_of_battle"	"naval_second_rate"	3240	3240	8	2620	650	55	true	"naval_captain"	"2deck80_steam"	"2deck80_steam"	"Steam_Ship_80"	"global"	0	"mp_naval_line_of_battle"	true	true	true	7	false	0	nil	false
"Steam_Ship_French_Frigate"	"Steam Paddle Frigate"	"naval_frigate"	"naval_steam_ship"	1660	1660	5	1380	340	70	true	"naval_captain"	"steam_frigate"	"steamer"	"Steam_Ship_Frigate"	"global"	0	"mp_naval_line_of_battle"	true	true	true	5	false	0	nil	false
"Steam_Ship_French_Ironclad"	"Ironclad"	"naval_line_of_battle"	"naval_second_rate"	4170	4170	10	3330	830	55	true	"naval_captain"	"ironclad"	"ironclad"	"Steam_Ship_British_Ironclad"	"global"	0	"mp_naval_line_of_battle"	true	true	true	10	false	2	nil	false
"Steam_Ship_Frigate"	"Steam Paddle Frigate"	"naval_frigate"	"naval_steam_ship"	1510	1510	5	1260	310	70	true	"naval_captain"	"steam_frigate"	"steamer"	"Steam_Ship_Frigate"	"global"	0	"mp_naval_line_of_battle"	true	true	true	5	false	0	nil	false
"Steam_Ship_Ironclad"	"Ironclad"	"naval_line_of_battle"	"naval_second_rate"	4150	4150	10	3310	820	55	true	"naval_captain"	"ironclad"	"ironclad"	"Steam_Ship_British_Ironclad"	"global"	0	"mp_naval_line_of_battle"	true	true	true	10	false	2	nil	false
"Steam_Ship_Spain_38"	"38-gun Steam Ship"	"naval_frigate"	"naval_fifth_rate"	1020	1020	5	860	210	70	true	"naval_captain"	"1deck38_steam"	"1deck38_steam"	"Steam_Ship_38"	"global"	0	"mp_naval_line_of_battle"	true	true	true	7	false	0	nil	false
"Steam_Ship_Spain_80"	"80-gun Steam Ship"	"naval_line_of_battle"	"naval_second_rate"	3150	3150	8	2550	630	55	true	"naval_captain"	"2deck80_steam"	"2deck80_steam"	"Steam_Ship_80"	"global"	0	"mp_naval_line_of_battle"	true	true	true	7	false	0	nil	false
"Steam_Ship_Spain_Frigate"	"Steam Paddle Frigate"	"naval_frigate"	"naval_steam_ship"	1510	1510	5	1260	310	70	true	"naval_captain"	"steam_frigate"	"steamer"	"Steam_Ship_Frigate"	"global"	0	"mp_naval_line_of_battle"	true	true	true	5	false	0	nil	false
"Steam_Ship_Spain_Ironclad"	"Ironclad"	"naval_line_of_battle"	"naval_second_rate"	4010	4010	10	3200	800	55	true	"naval_captain"	"ironclad"	"ironclad"	"Steam_Ship_British_Ironclad"	"global"	0	"mp_naval_line_of_battle"	true	true	true	10	false	2	nil	false
"Trade_Ship_Dhow"	"Dhow (Trade Ship)"	"naval_merchant"	"naval_dhow"	70	70	3	340	20	70	true	"naval_captain"	"dhow"	"dhow"	"Trade_Ship_Dhow"	"global"	0	"mp_naval_line_of_battle"	false	false	false	0	false	0	nil	false
"Trade_Ship_Indiaman"	"Indiaman (Trade Ship)"	"naval_merchant"	"naval_indiaman"	1060	1060	3	1150	100	70	true	"naval_captain"	"indiaman"	"indiaman"	"Trade_Ship_Indiaman"	"global"	0	"mp_naval_line_of_battle"	false	false	false	0	false	0	nil	false
"Trade_Ship_Merchantmen"	"Merchantmen (Trade Ship)"	"naval_merchant"	"naval_lugger"	260	260	3	500	40	70	true	"naval_captain"	"merchant64"	"merchant64"	"Trade_Ship_Merchantmen"	"global"	0	"mp_naval_line_of_battle"	false	false	false	0	false	0	nil	false
"Cav_Heavy_French_Empress_Dragoons"	"Empress Dragoons"	"cavalry"	"cavalry_heavy"	990	990	2	800	260	29	true	"dragoons"	"placeholder_cavalry"	"placeholder"	"Cav_Heavy_French_Empress_Dragoons"	"global"	1	"mp_cavalry"	true	true	true	0	false	1	"heavy_cavalry"	false
"Inf_Elite_French_Dutch_Grenadiers"	"Dutch Grenadiers"	"infantry"	"infantry_elite"	1130	1130	4	900	220	27	true	"infantry_generic"	"placeholder"	"placeholder"	"Inf_Elite_French_Dutch_Grenadiers"	"global"	1	"mp_infantry"	true	true	true	5	false	1	"line_infantry"	false
"Inf_Elite_French_Guard_Seamen"	"Guard Seamen"	"infantry"	"infantry_elite"	1110	1110	4	890	220	27	true	"infantry_generic"	"placeholder"	"placeholder"	"Inf_Elite_French_Guard_Seamen"	"global"	1	"mp_infantry"	true	true	true	5	false	1	"line_infantry"	false
"Cav_Light_French_Guard_Chasseurs_a_Cheval"	"Guard Chasseurs à Cheval"	"cavalry"	"cavalry_light"	920	920	2	740	240	34	true	"cavalry_chasseurs"	"placeholder_cavalry"	"placeholder"	"Cav_Light_French_Guard_Chasseurs_a_Cheval"	"global"	1	"mp_cavalry"	true	true	true	0	false	1	"missile_cavalry"	false
"Cav_Lancer_French_Polish_Guard_Lancers"	"Polish Guard Lancers"	"cavalry"	"cavalry_lancers"	1050	1050	2	840	270	32	true	"cavalry_chevau"	"placeholder_cavalry"	"placeholder"	"Cav_Lancer_French_Polish_Guard_Lancers"	"global"	1	"mp_cavalry"	true	true	true	0	false	1	"lancers"	false
"Cav_Lancer_French_Dutch_Guard_Lancers"	"Dutch Guard Lancers"	"cavalry"	"cavalry_lancers"	1010	1010	2	810	260	32	true	"cavalry_chevau"	"placeholder_cavalry"	"placeholder"	"Cav_Lancer_French_Dutch_Guard_Lancers"	"global"	1	"mp_cavalry"	true	true	true	0	false	1	"lancers"	false
"Inf_Line_Spanish_Voluntarios_de_Coruna_Guerrilla"	"Voluntarios de la Coruña"	"infantry"	"infantry_line"	630	630	2	520	130	27	true	"infantry_generic"	"placeholder"	"placeholder"	"Guerrilla_Fusiliers"	"guerilla_galicia"	1	"mp_infantry"	true	true	true	0	false	1	"line_infantry"	false
"Cav_Light_Russian_Lifeguard_Hussars"	"Lifeguard Hussars"	"cavalry"	"cavalry_light"	840	840	2	680	220	34	true	"cavalry_hussars"	"placeholder_cavalry"	"placeholder"	"Cav_Light_Russian_Lifeguard_Hussars"	"global"	1	"mp_cavalry"	true	true	true	0	false	1	"light_cavalry"	false
"Cav_Lancer_Spanish_Lanceros_de_Castilla_Guerrilla"	"Lanceros de Castilla"	"cavalry"	"cavalry_lancers"	520	520	2	440	140	32	true	"cavalry_generic"	"placeholder_cavalry"	"placeholder"	"Guerrilla_Lanceros"	"guerilla_leon"	1	"mp_cavalry"	true	true	true	0	false	1	"lancers"	false
"Inf_Skirm_Spanish_Tiradores_de_Cantabria_Guerrilla"	"Tiradores de Cantabria"	"infantry"	"infantry_skirmishers"	600	600	2	510	120	30	true	"infantry_generic"	"placeholder"	"placeholder"	"Guerrilla_Tiradores"	"guerilla_cantabria"	1	"mp_infantry"	true	true	true	0	false	1	"light_infantry"	false
"Cav_Light_Spanish_Husares_de_Cantabria_Guerrilla"	"Husares de Cantabria"	"cavalry"	"cavalry_light"	550	550	2	470	150	34	true	"cavalry_hussars"	"placeholder_cavalry"	"placeholder"	"Guerrilla_Husares"	"guerilla_cantabria"	1	"mp_cavalry"	false	false	false	0	false	1	"light_cavalry"	false
"Inf_Irreg_Spanish_Corso_Terrestre_Guerrilla"	"Corso Terrestre de Navarra"	"infantry"	"infantry_irregulars"	580	580	2	490	120	30	true	"infantry_generic"	"placeholder"	"placeholder"	"Guerrilla_Tiradores"	"guerilla_navarre"	1	"mp_infantry"	false	false	false	0	false	1	"light_infantry"	false
"Inf_Light_Spanish_Cazadores_de_Cataluna_Guerrilla"	"Cazadores de Cataluña"	"infantry"	"infantry_light"	630	630	2	530	130	30	true	"infantry_generic"	"placeholder"	"placeholder"	"Guerrilla_Cazadores"	"guerilla_cataluna"	1	"mp_infantry"	true	true	true	0	false	1	"light_infantry"	false
"Mounted_Inf_Spanish_Voluntarios_Madrid_Guerrilla"	"Cazadores Voluntarios de Madrid"	"dragoons"	"dragoons"	560	560	2	480	150	32	true	"dragoons"	"placeholder_cavalry"	"placeholder"	"Guerilla_Mounted_Cazadores"	"guerilla_castilla_le_nueva"	1	"mp_cavalry"	true	true	true	0	false	1	"missile_cavalry"	false
"Cav_Light_Spanish_Husares_de_Rioja_Guerrilla"	"Husares de Rioja"	"cavalry"	"cavalry_light"	500	500	2	430	130	34	true	"cavalry_hussars"	"placeholder_cavalry"	"placeholder"	"Guerrilla_Husares"	"guerilla_castilla_la_vieja"	1	"mp_cavalry"	false	false	false	0	false	1	"light_cavalry"	false
"Cav_Light_Spanish_Husares_Numantinos_Guerrilla"	"Husares Francos Numantinos"	"cavalry"	"cavalry_light"	550	550	2	470	150	34	true	"cavalry_hussars"	"placeholder_cavalry"	"placeholder"	"Guerrilla_Husares"	"guerilla_salamanca"	1	"mp_cavalry"	false	false	false	0	false	1	"light_cavalry"	false
"Inf_Light_Spanish_Cazadores_Numantinos_Guerrilla"	"Cazadores Francos Numantinos"	"infantry"	"infantry_light"	630	630	2	520	130	30	true	"infantry_generic"	"placeholder"	"placeholder"	"Guerrilla_Cazadores"	"guerilla_castilla_le_nueva"	1	"mp_infantry"	false	false	false	0	false	1	"light_infantry"	false
"Cav_Light_Spanish_Husares_de_Valpenas_Guerrilla"	"Husares de Valpenas"	"cavalry"	"cavalry_light"	550	550	2	470	150	34	true	"cavalry_hussars"	"placeholder_cavalry"	"placeholder"	"Guerrilla_Husares"	"guerilla_la_mancha"	1	"mp_cavalry"	true	true	true	0	false	1	"light_cavalry"	false
"Cav_Lancer_Spanish_Lanceros_del_Tietar_Guerrilla"	"Lanceros del Tietar"	"cavalry"	"cavalry_lancers"	540	540	2	450	140	32	true	"cavalry_generic"	"placeholder_cavalry"	"placeholder"	"Guerrilla_Lanceros"	"guerilla_caceres"	1	"mp_cavalry"	false	false	false	0	false	1	"lancers"	false
"Inf_Line_Spanish_Voluntarios_Tietar_Guerrilla"	"Voluntarios de la Cruzada del Tietar"	"infantry"	"infantry_line"	630	630	2	520	130	27	true	"infantry_generic"	"placeholder"	"placeholder"	"Guerrilla_Fusiliers"	"guerilla_caceres"	1	"mp_infantry"	false	false	false	0	false	1	"line_infantry"	false
"Inf_Elite_Russian_Semenovski_Lifeguard"	"Semenovski Lifeguard"	"infantry"	"infantry_elite"	1250	1250	4	990	240	27	true	"infantry_generic"	"placeholder"	"placeholder"	"Inf_Elite_Russian_Semenovski_Lifeguard"	"global"	1	"mp_infantry"	true	true	true	5	false	1	"line_infantry"	false
"Inf_Elite_British_Coldstream_Guards"	"Coldstream Guards"	"infantry"	"infantry_elite"	1150	1150	4	920	310	27	true	"infantry_generic"	"placeholder"	"placeholder"	"Inf_Elite_British_Coldstream_Guards"	"global"	1	"mp_infantry"	true	true	true	5	false	1	"line_infantry"	false
"Inf_Line_Austrian_Archduke_Charles_Legion"	"Archduke Charles' Legion"	"infantry"	"infantry_line"	840	840	2	680	170	27	true	"infantry_generic"	"placeholder"	"placeholder"	"Inf_Line_Austrian_Archduke_Charles_Legion"	"global"	1	"mp_infantry"	true	true	true	0	false	1	"line_infantry"	false
"Cav_Light_Prussian_Luetzows_Freicorps"	"Luetzow's Freikorps"	"cavalry"	"cavalry_light"	530	530	2	450	140	34	true	"cavalry_hussars"	"placeholder_cavalry"	"placeholder"	"Cav_Light_Prussian_Luetzows_Freicorps"	"global"	1	"mp_cavalry"	true	true	true	0	false	1	"light_cavalry"	false
"Cav_Light_Prussian_Life_Hussars"	"Life Hussars"	"cavalry"	"cavalry_light"	840	840	2	680	220	34	true	"cavalry_hussars"	"placeholder_cavalry"	"placeholder"	"Cav_Light_Prussian_Life_Hussars"	"global"	1	"mp_cavalry"	true	true	true	0	false	1	"light_cavalry"	false
"Cav_Light_Spanish_Husares_Extremadura_Guerrilla"	"Husares Independiente de Extremadura"	"cavalry"	"cavalry_light"	500	500	2	430	130	34	true	"cavalry_hussars"	"placeholder_cavalry"	"placeholder"	"Guerrilla_Husares"	"guerilla_badajoz"	1	"mp_cavalry"	false	false	false	0	false	1	"light_cavalry"	false
"Cav_Light_Spanish_Husares_Burgos_Guerrilla"	"Husares Voluntarios de Burgos"	"cavalry"	"cavalry_light"	550	550	2	470	150	34	true	"cavalry_hussars"	"placeholder_cavalry"	"placeholder"	"Guerrilla_Husares"	"guerilla_burgos"	1	"mp_cavalry"	false	false	false	0	false	1	"light_cavalry"	false
"Inf_Light_Spanish_Regimento_de_Arlanza_Guerrilla"	"Regimento de Arlanza"	"infantry"	"infantry_light"	640	640	2	530	130	30	true	"infantry_generic"	"placeholder"	"placeholder"	"Guerrilla_Cazadores"	"guerilla_burgos"	1	"mp_infantry"	false	false	false	0	false	1	"light_infantry"	false
"Cav_Stand_Spanish_Voluntarios_Ciudad_Guerrilla"	"Voluntarios de Ciudad Rodrigo"	"cavalry"	"cavalry_standard"	530	530	2	450	140	32	true	"cavalry_generic"	"placeholder_cavalry"	"placeholder"	"Guerilla_Standard_Cavalry"	"guerilla_salamanca"	1	"mp_cavalry"	false	false	false	0	false	1	"heavy_cavalry"	false
"Inf_Skirm_Spanish_Guerilla_Tiradores_Guerrilla"	"Guerrilla Tiradores"	"infantry"	"infantry_skirmishers"	610	610	2	510	120	30	true	"infantry_generic"	"placeholder"	"placeholder"	"Guerrilla_Tiradores"	"global"	3	"mp_infantry"	false	false	false	0	false	0	"light_infantry"	false
"Cav_Lancer_Spanish_Guerilla_Lanceros_Guerrilla"	"Guerrilla Lanceros"	"cavalry"	"cavalry_lancers"	470	470	2	400	130	32	true	"cavalry_generic"	"placeholder_cavalry"	"placeholder"	"Guerrilla_Lanceros"	"global"	3	"mp_cavalry"	false	false	false	0	false	0	"lancers"	false
"Cav_Light_Spanish_Guerilla_Husares_Guerrilla"	"Guerrilla Husares"	"cavalry"	"cavalry_light"	500	500	2	430	130	34	true	"cavalry_hussars"	"placeholder_cavalry"	"placeholder"	"Guerrilla_Husares"	"global"	3	"mp_cavalry"	false	false	false	0	false	0	"light_cavalry"	false
"Gen_British_Guerilla_Leader_Guerrilla"	"Guerrilla Leader"	"cavalry"	"general"	390	390	1	480	30	37	true	"general"	"Spain_Spa_Gen_Guerilla_Leader_Guerrilla_icon"	"Spain_Spa_Gen_Guerilla_Leader_Guerrilla_info"	"Guerrilla_Leader"	"global"	0	"mp_cavalry"	false	false	false	0	false	0	"heavy_cavalry"	false
"Inf_Line_Spanish_Fusiliers"	"Fusiliers"	"infantry"	"infantry_line"	600	600	2	500	120	27	true	"infantry_generic"	"placeholder"	"placeholder"	"Inf_Line_Line_Infantry"	"global"	0	"mp_infantry"	true	true	true	0	false	0	"line_infantry"	false
"Cav_Heavy_Spanish_Coraceros_Espanoles"	"Coraceros Espanoles"	"cavalry"	"cavalry_heavy"	850	850	4	690	220	29	true	"cavalry_cuirassiers"	"placeholder_cavalry"	"placeholder"	"Spanish_Coraceros_Espanoles"	"global"	2	"mp_cavalry"	true	true	true	0	false	2	"heavy_cavalry"	false
"Cav_Lancer_Spanish_Lanceros"	"Lanceros"	"cavalry"	"cavalry_lancers"	570	570	2	470	150	32	true	"cavalry_generic"	"placeholder_cavalry"	"placeholder"	"Cav_Lancer_Lancers"	"global"	0	"mp_cavalry"	true	true	true	0	false	0	"lancers"	false
"Inf_Elite_Spanish_Walloon_Guards"	"Walloon Guards"	"infantry"	"infantry_elite"	1060	1060	4	850	210	27	true	"infantry_generic"	"placeholder"	"placeholder"	"Inf_Elite_Foot_Guards"	"global"	2	"mp_infantry"	true	true	true	5	false	2	"line_infantry"	false
"Inf_Militia_British_Portuguese_Militia_Auxiliary"	"Portuguese Militia"	"infantry"	"infantry_militia"	400	400	1	350	110	27	true	"infantry_generic"	"placeholder"	"placeholder"	"Inf_Militia_Militia"	"portugal"	0	"mp_infantry"	true	true	true	0	false	0	"line_infantry"	false
"Inf_Light_Spanish_Guerilla_Cazadores_Guerrilla"	"Guerrilla Cazadores"	"infantry"	"infantry_light"	710	710	2	590	140	30	true	"infantry_generic"	"placeholder"	"placeholder"	"Guerrilla_Cazadores"	"global"	3	"mp_infantry"	false	false	false	0	false	0	"light_infantry"	false
"Cav_Light_British_10th_Hussars"	"10th Hussars"	"cavalry"	"cavalry_light"	860	860	2	600	260	34	true	"cavalry_hussars"	"placeholder_cavalry"	"placeholder"	"Cav_Light_Hussars"	"global"	1	"mp_cavalry"	true	true	true	0	false	1	"light_cavalry"	true
"Cav_Heavy_Austrian_Archduke_Ferdinand_Cuirassiers"	"Archduke Ferdinand Cuirassiers"	"cavalry"	"cavalry_heavy"	980	980	3	780	230	29	true	"cavalry_cuirassiers"	"placeholder_cavalry"	"placeholder"	"Cav_Heavy_Archduke_Ferdinand_Cuirassiers"	"global"	1	"mp_cavalry"	true	true	true	0	false	1	"heavy_cavalry"	false
"Cav_Lancer_Russian_Lifeguard_Cossacks"	"Lifeguard Cossacks"	"cavalry"	"cavalry_lancers"	640	640	2	580	120	32	true	"cavalry_generic"	"placeholder_cavalry"	"placeholder"	"Cav_Lancer_Lifeguard_Cossacks"	"cossacks"	1	"mp_cavalry"	true	true	true	0	false	1	"lancers"	false
"Art_Horse_Spanish_6_lber"	"6-lber Horse Artillery"	"artillery"	"artillery_horse"	700	700	3	570	180	29	true	"artillery_light_horse"	"placeholder_artillery"	"placeholder"	"Art_Horse_6_lber"	"global"	0	"mp_artillery"	true	true	true	0	false	0	"horse_artillery"	false
"Inf_Line_British_Portuguese_Infantry_Auxiliary"	"Portuguese Infantry"	"infantry"	"infantry_line"	730	730	2	600	200	27	true	"infantry_generic"	"placeholder"	"placeholder"	"Inf_Line_Line_Infantry"	"portugal"	0	"mp_infantry"	true	true	true	0	false	0	"line_infantry"	false
"Inf_Light_British_Portuguese_Cazadores_Auxiliary"	"Portuguese Cazadores"	"infantry"	"infantry_light"	800	800	2	650	210	30	true	"infantry_generic"	"placeholder"	"placeholder"	"Inf_Light_Portuguese_Cazadores"	"portugal"	0	"mp_infantry"	true	true	true	0	false	0	"light_infantry"	false
"Cav_Stand_British_Portuguese_Cavalry_Auxiliary"	"Portuguese Cavalry"	"cavalry"	"cavalry_standard"	510	510	2	430	180	32	true	"cavalry_generic"	"placeholder_cavalry"	"placeholder"	"Cav_Stand_Portuguese_Cavalry"	"portugal"	0	"mp_cavalry"	true	true	true	0	false	0	"heavy_cavalry"	false
"Art_Foot_British_Portuguese_6_lber_Auxiliary"	"Portuguese 6-lber Foot Artillery"	"artillery"	"artillery_foot"	630	630	3	530	170	23	true	"artillery_medium_cannon"	"placeholder_artillery"	"placeholder"	"Art_Foot_12_lber"	"portugal"	0	"mp_artillery"	true	true	true	0	false	0	"artillery"	false
"Cav_Light_British_Spanish_Hussars_Auxiliary"	"Spanish Husares"	"cavalry"	"cavalry_light"	550	550	2	470	200	34	true	"cavalry_hussars"	"placeholder_cavalry"	"placeholder"	"Cav_Light_Hussars"	"spain"	0	"mp_cavalry"	true	true	true	0	false	0	"light_cavalry"	false
"Inf_Militia_British_Spanish_Militia_Auxiliary"	"Spanish Provincial Militia"	"infantry"	"infantry_militia"	380	380	1	330	110	27	true	"infantry_generic"	"placeholder"	"placeholder"	"Inf_Militia_Militia"	"spain"	0	"mp_infantry"	true	true	true	0	false	0	"line_infantry"	false
"Inf_Line_British_Spanish_Fusiliers_Auxiliary"	"Spanish Fusiliers"	"infantry"	"infantry_line"	600	600	2	500	160	27	true	"infantry_generic"	"placeholder"	"placeholder"	"Inf_Line_Line_Infantry"	"spain"	0	"mp_infantry"	true	true	true	0	false	0	"line_infantry"	false
"Inf_Light_British_Spanish_Light_Infantry_Auxiliary"	"Spanish Light Infantry"	"infantry"	"infantry_light"	600	600	2	500	160	30	true	"infantry_generic"	"placeholder"	"placeholder"	"Inf_Light_Light_Infantry"	"spain"	0	"mp_infantry"	true	true	true	0	false	0	"light_infantry"	false
"Art_Foot_British_Spanish_9_lber_Auxiliary"	"Spanish 9-lber Foot Artillery"	"artillery"	"artillery_foot"	760	760	3	620	200	23	true	"artillery_medium_cannon"	"placeholder_artillery"	"placeholder"	"Art_Foot_12_lber"	"spain"	0	"mp_artillery"	true	true	true	0	false	0	"artillery"	false
"Cav_Lancer_French_Vistula_Uhlans"	"Vistula Uhlans"	"cavalry"	"cavalry_lancers"	720	720	2	590	190	32	true	"cavalry_chevau"	"placeholder_cavalry"	"placeholder"	"Cav_Lancer_Lancers"	"poland"	0	"mp_cavalry"	true	true	true	0	false	0	"lancers"	false
"Inf_Light_Spanish_Light_Infantry"	"Light Infantry"	"infantry"	"infantry_light"	600	600	2	500	120	30	true	"infantry_generic"	"placeholder"	"placeholder"	"Inf_Light_Light_Infantry"	"global"	0	"mp_infantry"	true	true	true	0	false	0	"light_infantry"	false
"Inf_Skirm_British_95th"	"95th Foot"	"infantry"	"infantry_skirmishers"	860	860	2	700	230	30	true	"infantry_generic"	"placeholder"	"placeholder"	"British_95th_Rifles"	"global"	1	"mp_infantry"	true	true	true	5	false	1	"riflemen"	false
"Inf_Skirm_French_Contra-Guerillas"	"Contra-Guerrillas"	"infantry"	"infantry_skirmishers"	660	660	2	550	130	30	true	"infantry_generic"	"placeholder"	"placeholder"	"French_Contra_Guerrillas"	"global"	4	"mp_infantry"	true	true	true	0	false	2	"light_infantry"	false
