version 1, schema uniforms_tables
unknown1(string)	unknown2(string)	unknown3(string)	unknown4(string)
"Russia_Cav_Heavy_Republican_Horse_Guards"	"russia"	"Russia_Cav_Heavy_Republican_Horse_Guards"	"Cav_Heavy_Republican_Horse_Guards"
"Russia_Cav_Heavy_Russian_Chevalier_Garde"	"russia"	"Russia_Cav_Heavy_Russian_Chevalier_Garde"	"Cav_Heavy_Russian_Chevalier_Garde"
"Russia_Cav_Heavy_Russian_Cuirassiers"	"russia"	"Russia_Cav_Heavy_Russian_Cuirassiers"	"Cav_Heavy_Russian_Cuirassiers"
"Russia_Cav_Heavy_Russian_Dragoons"	"russia"	"Russia_Cav_Heavy_Russian_Dragoons"	"Cav_Heavy_Russian_Dragoons"
"Russia_Cav_Heavy_Russian_Lifeguard_Horse"	"russia"	"Russia_Cav_Heavy_Russian_Lifeguard_Horse"	"Cav_Heavy_Russian_Lifeguard_Horse"
"Russia_Cav_Lancer_Russian_Cossack_Cavalry"	"russia"	"Russia_Cav_Lancer_Russian_Cossack_Cavalry"	"Cav_Lancer_Russian_Cossack_Cavalry"
"Russia_Cav_Lancer_Russian_Ulans"	"russia"	"Russia_Cav_Lancer_Russian_Ulans"	"Cav_Lancer_Russian_Ulans"
"Russia_Cav_Light_Russian_Hussars"	"russia"	"Russia_Cav_Light_Russian_Hussars"	"Cav_Light_Russian_Hussars"
"Russia_Cav_Light_Russian_Pavlograd_Hussars"	"russia"	"Russia_Cav_Light_Russian_Pavlograd_Hussars"	"Cav_Light_Russian_Pavlograd_Hussars"
"Russia_Gen_Count_von_Bennigsen"	"russia"	"Russia_Gen_Count_von_Bennigsen"	"Gen_Count_von_Bennigsen"
"Russia_Gen_Generals_Staff"	"russia"	"Russia_Gen_Generals_Staff"	"Gen_Generals_Staff"
"Russia_Gen_Mikhail_Kutuzov"	"russia"	"Russia_Gen_Mikhail_Kutuzov"	"Gen_Mikhail_Kutuzov"
"Russia_Gen_Prince_de_Tolly"	"russia"	"Russia_Gen_Prince_de_Tolly"	"Gen_Prince_de_Tolly"
"Russia_Gen_Tsar_Alexander"	"russia"	"Russia_Gen_Tsar_Alexander"	"Gen_Tsar_Alexander"
"Russia_Inf_Elite_Republican_Guards"	"russia"	"Russia_Inf_Elite_Republican_Guards"	"Inf_Elite_Republican_Guards"
"Russia_Inf_Elite_Russian_Lifeguard_Foot"	"russia"	"Russia_Inf_Elite_Russian_Lifeguard_Foot"	"Inf_Elite_Russian_Lifeguard_Foot"
"Russia_Inf_Gren_Russian_Grenadiers"	"russia"	"Russia_Inf_Gren_Russian_Grenadiers"	"Inf_Gren_Russian_Grenadiers"
"Russia_Inf_Gren_Russian_Pavlovsk_Grenadiers"	"russia"	"Russia_Inf_Gren_Russian_Pavlovsk_Grenadiers"	"Inf_Gren_Russian_Pavlovsk_Grenadiers"
"Russia_Inf_Light_Russian_17th_Jager"	"russia"	"Russia_Inf_Light_Russian_17th_Jager"	"Inf_Light_Russian_17th_Jager"
"Russia_Inf_Light_Russian_Jager"	"russia"	"Russia_Inf_Light_Russian_Jager"	"Inf_Light_Russian_Jager"
"Russia_Inf_Line_Russian_Moscow_Musketeers"	"russia"	"Russia_Inf_Line_Russian_Moscow_Musketeers"	"Inf_Line_Russian_Moscow_Musketeers"
"Russia_Inf_Line_Russian_Musketeers"	"russia"	"Russia_Inf_Line_Russian_Musketeers"	"Inf_Line_Russian_Musketeers"
"Russia_Inf_Militia_Russian_Opelchenie"	"russia"	"Russia_Inf_Militia_Russian_Opelchenie"	"Inf_Militia_Russian_Opelchenie"
"Russia_Inf_Mob_Armed_Citizenry"	"russia"	"Russia_Inf_Mob_Armed_Citizenry"	"Inf_Mob_Armed_Citizenry"
"Russia_Mounted_Inf_Russian_Mounted_Rifles"	"russia"	"Russia_Mounted_Inf_Russian_Mounted_Rifles"	"Mounted_Inf_Russian_Mounted_Rifles"
"Sardinia_Art_Foot_12_lber"	"sardinia"	"Sardinia_Art_Foot_12_lber"	"Art_Foot_12_lber"
"Sardinia_Art_Foot_6_lber"	"sardinia"	"Sardinia_Art_Foot_6_lber"	"Art_Foot_6_lber"
"Sardinia_Art_Foot_7_lber_Howitzer"	"sardinia"	"Sardinia_Art_Foot_7_lber_Howitzer"	"Art_Foot_7_lber_Howitzer"
"Sardinia_Art_Horse_6_lber"	"sardinia"	"Sardinia_Art_Horse_6_lber"	"Art_Horse_6_lber"
"Sardinia_Cav_Heavy_Dragoons"	"sardinia"	"Sardinia_Cav_Heavy_Dragoons"	"Cav_Heavy_Dragoons"
"Sardinia_Cav_Light_Hussars"	"sardinia"	"Sardinia_Cav_Light_Hussars"	"Cav_Light_Hussars"
"Sardinia_Gen_Generals_Staff"	"sardinia"	"Sardinia_Gen_Generals_Staff"	"Gen_Generals_Staff"
"Sardinia_Inf_Gren_Grenadiers"	"sardinia"	"Sardinia_Inf_Gren_Grenadiers"	"Inf_Gren_Grenadiers"
"Sardinia_Inf_Line_Line_Infantry"	"sardinia"	"Sardinia_Inf_Line_Line_Infantry"	"Inf_Line_Line_Infantry"
"Sardinia_Inf_Militia_Militia"	"sardinia"	"Sardinia_Inf_Militia_Militia"	"Inf_Militia_Militia"
"Sardinia_Inf_Mob_Armed_Citizenry"	"sardinia"	"Sardinia_Inf_Mob_Armed_Citizenry"	"Inf_Mob_Armed_Citizenry"
"Saxony_Art_Foot_6_lber"	"saxony"	"Saxony_Art_Foot_6_lber"	"Art_Foot_6_lber"
"Saxony_Art_Foot_7_lber_Howitzer"	"saxony"	"Saxony_Art_Foot_7_lber_Howitzer"	"Art_Foot_7_lber_Howitzer"
"Saxony_Art_Horse_6_lber"	"saxony"	"Saxony_Art_Horse_6_lber"	"Art_Horse_6_lber"
"Saxony_Cav_Heavy_Cuirassiers"	"saxony"	"Saxony_Cav_Heavy_Cuirassiers"	"Cav_Heavy_Cuirassiers"
"Saxony_Cav_Heavy_Garde_du_Corp"	"saxony"	"Saxony_Cav_Heavy_Garde_du_Corp"	"Cav_Heavy_Garde_du_Corp"
"Saxony_Cav_Light_Hussars"	"saxony"	"Saxony_Cav_Light_Hussars"	"Cav_Light_Hussars"
"Saxony_Cav_Stand_Chevauxlegers"	"saxony"	"Saxony_Cav_Stand_Chevauxlegers"	"Cav_Stand_Chevauxlegers"
"Saxony_Gen_Generals_Staff"	"saxony"	"Saxony_Gen_Generals_Staff"	"Gen_Generals_Staff"
"Saxony_Inf_Gren_Grenadiers"	"saxony"	"Saxony_Inf_Gren_Grenadiers"	"Inf_Gren_Grenadiers"
"Saxony_Inf_Line_Musketeers"	"saxony"	"Saxony_Inf_Line_Musketeers"	"Inf_Line_Musketeers"
"Saxony_Inf_Militia_Landwehr"	"saxony"	"Saxony_Inf_Militia_Landwehr"	"Inf_Militia_Landwehr"
"Saxony_Inf_Mob_Armed_Citizenry"	"saxony"	"Saxony_Inf_Mob_Armed_Citizenry"	"Inf_Mob_Armed_Citizenry"
"Scotland_Art_Foot_12_lber"	"scotland"	"Scotland_Art_Foot_12_lber"	"Art_Foot_12_lber"
"Scotland_Art_Foot_6_lber"	"scotland"	"Scotland_Art_Foot_6_lber"	"Art_Foot_6_lber"
"Scotland_Art_Foot_7_lber_Howitzer"	"scotland"	"Scotland_Art_Foot_7_lber_Howitzer"	"Art_Foot_7_lber_Howitzer"
"Scotland_Art_Horse_6_lber"	"scotland"	"Scotland_Art_Horse_6_lber"	"Art_Horse_6_lber"
"Scotland_Cav_Heavy_Dragoons"	"scotland"	"Scotland_Cav_Heavy_Dragoons"	"Cav_Heavy_Dragoons"
"Scotland_Cav_Light_Light_Dragoons"	"scotland"	"Scotland_Cav_Light_Light_Dragoons"	"Cav_Light_Light_Dragoons"
"Scotland_Gen_Generals_Staff"	"scotland"	"Scotland_Gen_Generals_Staff"	"Gen_Generals_Staff"
"Scotland_Inf_Light_Light_Infantry"	"scotland"	"Scotland_Inf_Light_Light_Infantry"	"Inf_Light_Light_Infantry"
"Scotland_Inf_Line_British_Highland_Foot"	"scotland"	"Scotland_Inf_Line_British_Highland_Foot"	"Inf_Line_British_Highland_Foot"
"Scotland_Inf_Militia_Militia"	"scotland"	"Scotland_Inf_Militia_Militia"	"Inf_Militia_Militia"
"Scotland_Inf_Mob_Armed_Citizenry"	"scotland"	"Scotland_Inf_Mob_Armed_Citizenry"	"Inf_Mob_Armed_Citizenry"
"Sicily_Art_Foot_12_lber"	"sicily"	"Sicily_Art_Foot_12_lber"	"Art_Foot_12_lber"
"Sicily_Art_Foot_6_lber"	"sicily"	"Sicily_Art_Foot_6_lber"	"Art_Foot_6_lber"
"Sicily_Art_Foot_7_lber_Howitzer"	"sicily"	"Sicily_Art_Foot_7_lber_Howitzer"	"Art_Foot_7_lber_Howitzer"
"Sicily_Art_Horse_6_lber"	"sicily"	"Sicily_Art_Horse_6_lber"	"Art_Horse_6_lber"
"Sicily_Cav_Heavy_Dragoons"	"sicily"	"Sicily_Cav_Heavy_Dragoons"	"Cav_Heavy_Dragoons"
"Sicily_Cav_Light_Hussars"	"sicily"	"Sicily_Cav_Light_Hussars"	"Cav_Light_Hussars"
"Sicily_Gen_Generals_Staff"	"sicily"	"Sicily_Gen_Generals_Staff"	"Gen_Generals_Staff"
"Sicily_Inf_Gren_Grenadiers"	"sicily"	"Sicily_Inf_Gren_Grenadiers"	"Inf_Gren_Grenadiers"
"Sicily_Inf_Light_Light_Infantry"	"sicily"	"Sicily_Inf_Light_Light_Infantry"	"Inf_Light_Light_Infantry"
"Sicily_Inf_Line_Line_Infantry"	"sicily"	"Sicily_Inf_Line_Line_Infantry"	"Inf_Line_Line_Infantry"
"Sicily_Inf_Militia_Militia"	"sicily"	"Sicily_Inf_Militia_Militia"	"Inf_Militia_Militia"
"Sicily_Inf_Mob_Armed_Citizenry"	"sicily"	"Sicily_Inf_Mob_Armed_Citizenry"	"Inf_Mob_Armed_Citizenry"
"Slavic_Rebels_Art_Foot_12_lber"	"slavic_rebels"	"Slavic_Rebels_Art_Foot_12_lber"	"Art_Foot_12_lber"
"Slavic_Rebels_Art_Foot_7_lber_Howitzer"	"slavic_rebels"	"Slavic_Rebels_Art_Foot_7_lber_Howitzer"	"Art_Foot_7_lber_Howitzer"
"Slavic_Rebels_Art_Horse_6_lber"	"slavic_rebels"	"Slavic_Rebels_Art_Horse_6_lber"	"Art_Horse_6_lber"
"Slavic_Rebels_Cav_Heavy_Dragoons"	"slavic_rebels"	"Slavic_Rebels_Cav_Heavy_Dragoons"	"Cav_Heavy_Dragoons"
"Slavic_Rebels_Cav_Lancer_Russian_Cossack_Cavalry"	"slavic_rebels"	"Slavic_Rebels_Cav_Lancer_Russian_Cossack_Cavalry"	"Cav_Lancer_Russian_Cossack_Cavalry"
"Slavic_Rebels_Cav_Light_Hussars"	"slavic_rebels"	"Slavic_Rebels_Cav_Light_Hussars"	"Cav_Light_Hussars"
"Slavic_Rebels_Gen_Generals_Staff"	"slavic_rebels"	"Slavic_Rebels_Gen_Generals_Staff"	"Gen_Generals_Staff"
"Slavic_Rebels_Inf_Gren_Grenadiers"	"slavic_rebels"	"Slavic_Rebels_Inf_Gren_Grenadiers"	"Inf_Gren_Grenadiers"
"Slavic_Rebels_Inf_Line_Musketeers"	"slavic_rebels"	"Slavic_Rebels_Inf_Line_Musketeers"	"Inf_Line_Musketeers"
"Slavic_Rebels_Inf_Militia_Militia"	"slavic_rebels"	"Slavic_Rebels_Inf_Militia_Militia"	"Inf_Militia_Militia"
"Slavic_Rebels_Inf_Mob_Armed_Citizenry"	"slavic_rebels"	"Slavic_Rebels_Inf_Mob_Armed_Citizenry"	"Inf_Mob_Armed_Citizenry"
"Slavic_Rebels_Inf_Skirm_Jager"	"slavic_rebels"	"Slavic_Rebels_Inf_Skirm_Jager"	"Inf_Skirm_Jager"
"Britain_Spa_Art_Foot_British_5_In_Howitzer"	"spa_britain"	"Britain_Spa_Art_Foot_British_5_In_Howitzer"	"Art_Foot_British_5_In_Howitzer"
"Britain_Spa_Art_Foot_British_6_lber"	"spa_britain"	"Britain_Spa_Art_Foot_British_6_lber"	"Art_Foot_British_6_lber"
"Britain_Spa_Art_Foot_British_9_lber"	"spa_britain"	"Britain_Spa_Art_Foot_British_9_lber"	"Art_Foot_British_9_lber"
"Britain_Spa_Art_Horse_British_6_lber"	"spa_britain"	"Britain_Spa_Art_Horse_British_6_lber"	"Art_Horse_British_6_lber"
"Britain_Spa_Cav_Heavy_British_Dragoon_Guards"	"spa_britain"	"Britain_Spa_Cav_Heavy_British_Dragoon_Guards"	"Cav_Heavy_British_Dragoon_Guards"
"Britain_Spa_Cav_Heavy_British_Dragoons"	"spa_britain"	"Britain_Spa_Cav_Heavy_British_Dragoons"	"Cav_Heavy_British_Dragoons"
"Britain_Spa_Cav_Heavy_British_KGL_Dragoons"	"spa_britain"	"Britain_Spa_Cav_Heavy_British_KGL_Dragoons"	"Cav_Heavy_British_KGL_Dragoons"
"Britain_Spa_Cav_Light_British_KGL_Light_Dragoons"	"spa_britain"	"Britain_Spa_Cav_Light_British_KGL_Light_Dragoons"	"Cav_Light_British_KGL_Light_Dragoons"
"Britain_Spa_Cav_Light_British_Light_Dragoons"	"spa_britain"	"Britain_Spa_Cav_Light_British_Light_Dragoons"	"Cav_Light_British_Light_Dragoons"
"Britain_Spa_Gen_Duke_of_Wellington"	"spa_britain"	"Britain_Spa_Gen_Duke_of_Wellington"	"Gen_Duke_of_Wellington"
"Britain_Spa_Gen_Generals_Staff"	"spa_britain"	"Britain_Spa_Gen_Generals_Staff"	"Gen_Generals_Staff"
"Britain_Spa_Inf_Elite_British_Black_Watch"	"spa_britain"	"Britain_Spa_Inf_Elite_British_Black_Watch"	"Inf_Elite_British_Black_Watch"
"Britain_Spa_Inf_Elite_British_Foot_Guards"	"spa_britain"	"Britain_Spa_Inf_Elite_British_Foot_Guards"	"Inf_Elite_British_Foot_Guards"
"Britain_Spa_Inf_Light_British_KGL_Light_Foot"	"spa_britain"	"Britain_Spa_Inf_Light_British_KGL_Light_Foot"	"Inf_Light_British_KGL_Light_Foot"
"Britain_Spa_Inf_Light_British_Light_Foot"	"spa_britain"	"Britain_Spa_Inf_Light_British_Light_Foot"	"Inf_Light_British_Light_Foot"
"Britain_Spa_Inf_Line_British_Foot"	"spa_britain"	"Britain_Spa_Inf_Line_British_Foot"	"Inf_Line_British_Foot"
"Britain_Spa_Inf_Line_British_Highland_Foot"	"spa_britain"	"Britain_Spa_Inf_Line_British_Highland_Foot"	"Inf_Line_British_Highland_Foot"
"Britain_Spa_Inf_Line_British_KGL_Foot"	"spa_britain"	"Britain_Spa_Inf_Line_British_KGL_Foot"	"Inf_Line_British_KGL_Foot"
"Britain_Spa_Inf_Militia_Militia"	"spa_britain"	"Britain_Spa_Inf_Militia_Militia"	"Inf_Militia_Militia"
"Britain_Spa_Inf_Mob_Armed_Citizenry"	"spa_britain"	"Spain_Spa_Inf_Mob_Armed_Citizenry"	"Inf_Mob_Armed_Citizenry"
"Britain_Spa_Inf_Skirm_British_Rifles"	"spa_britain"	"Britain_Spa_Inf_Skirm_British_Rifles"	"Inf_Skirm_British_95th"
"France_Spa_Art_Foot_French_12_lber"	"spa_france"	"France_Spa_Art_Foot_French_12_lber"	"Art_Foot_French_12_lber"
"France_Spa_Art_Foot_French_6_In_Howitzer"	"spa_france"	"France_Spa_Art_Foot_French_6_In_Howitzer"	"Art_Foot_French_6_In_Howitzer"
"France_Spa_Art_Foot_French_6_lber"	"spa_france"	"France_Spa_Art_Foot_French_6_lber"	"Art_Foot_French_6_lber"
"France_Spa_Art_Foot_French_8_lber"	"spa_france"	"France_Spa_Art_Foot_French_8_lber"	"Art_Foot_French_8_lber"
"France_Spa_Art_Horse_French_6_lber"	"spa_france"	"France_Spa_Art_Horse_French_6_lber"	"Art_Horse_French_6_lber"
"France_Spa_Cav_Heavy_French_Cuirassiers"	"spa_france"	"France_Spa_Cav_Heavy_French_Cuirassiers"	"Cav_Heavy_French_Cuirassiers"
"France_Spa_Cav_Heavy_French_Dragoons"	"spa_france"	"France_Spa_Cav_Heavy_French_Dragoons"	"Cav_Heavy_French_Dragoons"
"France_Spa_Cav_Light_French_Chasseurs_a_Cheval"	"spa_france"	"France_Spa_Cav_Light_French_Chasseurs_a_Cheval"	"Cav_Light_French_Chasseurs_a_Cheval"
"France_Spa_Gen_Generals_Staff"	"spa_france"	"France_Spa_Gen_Generals_Staff"	"Gen_Generals_Staff"
"France_Spa_Inf_Gren_French_Grenadiers"	"spa_france"	"France_Spa_Inf_Gren_French_Grenadiers"	"Inf_Gren_French_Grenadiers"
"France_Spa_Inf_Light_French_Chasseurs"	"spa_france"	"France_Spa_Inf_Light_French_Chasseurs"	"Inf_Light_French_Chasseurs"
"Britain_Spa_Art_Foot_British_Portuguese_6_lber_Auxiliary"	"spa_britain"	"Portugal_Spa_Art_Foot_Portuguese_6_lber"	"Art_Foot_British_Portuguese_6_lber_Auxiliary"
"Britain_Spa_Cav_Stand_British_Portuguese_Cavalry"	"spa_britain"	"Portugal_Spa_Cav_Stand_Portuguese_Cavalry"	"Cav_Stand_British_Portuguese_Cavalry_Auxiliary"
"France_Spa_Inf_Line_French_Fusiliers"	"spa_france"	"France_Spa_Inf_Line_French_Fusiliers"	"Inf_Line_French_Fusiliers"
"France_Spa_Inf_Line_Polish_Legion"	"spa_france"	"France_Spa_Inf_Line_Polish_Legion"	"Inf_Line_Polish_Legion"
"France_Spa_Inf_Line_Swiss_Foot"	"spa_france"	"France_Spa_Inf_Line_Swiss_Foot"	"Inf_Line_Swiss_Foot"
"France_Spa_Inf_Militia_Militia"	"spa_france"	"France_Spa_Inf_Militia_Militia"	"Inf_Militia_Militia"
"France_Spa_Inf_Mob_Armed_Citizenry"	"spa_france"	"France_Spa_Inf_Mob_Armed_Citizenry"	"Inf_Mob_Armed_Citizenry"
"France_Spa_Inf_Skirm_French_Voltiguers"	"spa_france"	"France_Spa_Inf_Skirm_French_Voltiguers"	"Inf_Skirm_French_Voltiguers"
"Portugal_Spa_Art_Foot_Portuguese_12_lber"	"spa_portugal"	"Portugal_Spa_Art_Foot_Portuguese_12_lber"	"Art_Foot_Portuguese_12_lber"
"Portugal_Spa_Art_Foot_Portuguese_6_lber"	"spa_portugal"	"Portugal_Spa_Art_Foot_Portuguese_6_lber"	"Art_Foot_Portuguese_6_lber"
"Portugal_Spa_Art_Foot_Portuguese_9_lber"	"spa_portugal"	"Portugal_Spa_Art_Foot_Portuguese_9_lber"	"Art_Foot_Portuguese_9_lber"
"Portugal_Spa_Cav_Stand_Portuguese_Cavalry"	"spa_portugal"	"Portugal_Spa_Cav_Stand_Portuguese_Cavalry"	"Cav_Stand_Portuguese_Cavalry"
"Portugal_Spa_Gen_Generals_Staff"	"spa_portugal"	"Portugal_Spa_Gen_Generals_Staff"	"Gen_Generals_Staff"
"Portugal_Spa_Inf_Gren_Portuguese_Grenadiers"	"spa_portugal"	"Portugal_Spa_Inf_Gren_Portuguese_Grenadiers"	"Inf_Gren_Portuguese_Grenadiers"
"Portugal_Spa_Inf_Light_Portuguese_Cazadores"	"spa_portugal"	"Portugal_Spa_Inf_Light_Portuguese_Cazadores"	"Inf_Light_Portuguese_Cazadores"
"Portugal_Spa_Inf_Line_Portuguese_Infantry"	"spa_portugal"	"Portugal_Spa_Inf_Line_Portuguese_Infantry"	"Inf_Line_Portuguese_Infantry"
"Portugal_Spa_Inf_Militia_Portuguese_Militia"	"spa_portugal"	"Portugal_Spa_Inf_Militia_Portuguese_Militia"	"Inf_Militia_Portuguese_Militia"
"Portugal_Spa_Inf_Mob_Portuguese_Ordenza"	"spa_portugal"	"Portugal_Spa_Inf_Mob_Portuguese_Ordenza"	"Inf_Mob_Portuguese_Ordenza"
"Portugal_Spa_Inf_Skirm_Portuguese_Tiradores"	"spa_portugal"	"Portugal_Spa_Inf_Skirm_Portuguese_Tiradores"	"Inf_Skirm_Portuguese_Tiradores"
"Spain_Spa_Art_Foot_Spanish_12_lber"	"spa_spain"	"Spain_Spa_Art_Foot_Spanish_12_lber"	"Art_Foot_Spanish_12_lber"
"Spain_Spa_Art_Foot_Spanish_9_lber"	"spa_spain"	"Spain_Spa_Art_Foot_Spanish_9_lber"	"Art_Foot_Spanish_9_lber"
"Spain_Spa_Cav_Heavy_Spanish_Dragoons"	"spa_spain"	"Spain_Spa_Cav_Heavy_Spanish_Dragoons"	"Cav_Heavy_Spanish_Dragoons"
"Spain_Spa_Cav_Light_Spanish_Hussars"	"spa_spain"	"Spain_Spa_Cav_Light_Spanish_Hussars"	"Cav_Light_Spanish_Hussars"
"Spain_Spa_Gen_Generals_Staff"	"spa_spain"	"Spain_Spa_Gen_Generals_Staff"	"Gen_Generals_Staff"
"Spain_Spa_Inf_Light_Spanish_Light_Infantry"	"spa_spain"	"Spain_Spa_Inf_Light_Spanish_Light_Infantry"	"Inf_Light_Spanish_Light_Infantry"
"Spain_Spa_Inf_Militia_Spanish_Provincial_Militia"	"spa_spain"	"Spain_Spa_Inf_Militia_Spanish_Provincial_Militia"	"Inf_Militia_Spanish_Provincial_Militia"
"Spain_Spa_Inf_Mob_Armed_Citizenry"	"spa_spain"	"Spain_Spa_Inf_Mob_Armed_Citizenry"	"Inf_Mob_Armed_Citizenry"
"Spain_Art_Foot_Spanish_12_lber"	"spain"	"Spain_Art_Foot_Spanish_12_lber"	"Art_Foot_Spanish_12_lber"
"Spain_Art_Foot_Spanish_9_lber"	"spain"	"Spain_Art_Foot_Spanish_9_lber"	"Art_Foot_Spanish_9_lber"
"Spain_Cav_Heavy_Republican_Horse_Guards"	"spain"	"Spain_Cav_Heavy_Republican_Horse_Guards"	"Cav_Heavy_Republican_Horse_Guards"
"Spain_Cav_Heavy_Spanish_Dragoons"	"spain"	"Spain_Cav_Heavy_Spanish_Dragoons"	"Cav_Heavy_Spanish_Dragoons"
"Spain_Cav_Heavy_Spanish_Guardias_da_Corp"	"spain"	"Spain_Cav_Heavy_Spanish_Guardias_da_Corp"	"Cav_Heavy_Spanish_Guardias_da_Corp"
"Spain_Cav_Light_Spanish_Hussars"	"spain"	"Spain_Cav_Light_Spanish_Hussars"	"Cav_Light_Spanish_Hussars"
"Spain_Cav_Stand_Spanish_Line_Cavalry"	"spain"	"Spain_Cav_Stand_Spanish_Line_Cavalry"	"Cav_Stand_Spanish_Line_Cavalry"
"Spain_Gen_Francisco_Castanos"	"spain"	"Spain_Gen_Francisco_Castanos"	"Gen_Francisco_Castanos"
"Spain_Gen_Generals_Staff"	"spain"	"Spain_Gen_Generals_Staff"	"Gen_Generals_Staff"
"France_Spa_Inf_Elite_French_Young_Guard"	"spa_france"	"France_Spa_Inf_Elite_French_Young_Guard"	"Inf_Elite_French_Young_Guard"
"Spain_Spa_Inf_Gren_Spanish_Grenadiers"	"spa_spain"	"Spain_Spa_Inf_Gren_Spanish_Grenadiers"	"Inf_Gren_Spanish_Grenadiers"
"Britain_Spa_Inf_Light_Portuguese_Cazadores"	"spa_britain"	"Portugal_Spa_Inf_Light_Portuguese_Cazadores"	"Inf_Light_British_Portuguese_Cazadores_Auxiliary"
"Spain_Spa_Inf_Line_Spanish_Fusiliers"	"spa_spain"	"Spain_Spa_Inf_Line_Spanish_Fusiliers"	"Inf_Line_Spanish_Fusiliers"
"Spain_Gen_Gregorio_Garcia_de_la_Cuesta"	"spain"	"Spain_Gen_Gregorio_Garcia_de_la_Cuesta"	"Gen_Gregorio_Garcia_de_la_Cuesta"
"Spain_Gen_Joaquin_Blake_y_Joyes"	"spain"	"Spain_Gen_Joaquin_Blake_y_Joyes"	"Gen_Joaquin_Blake_y_Joyes"
"Spain_Inf_Elite_Republican_Guards"	"spain"	"Spain_Inf_Elite_Republican_Guards"	"Inf_Elite_Republican_Guards"
"Spain_Inf_Elite_Spanish_Guardias_de_Infanteria"	"spain"	"Spain_Inf_Elite_Spanish_Guardias_de_Infanteria"	"Inf_Elite_Spanish_Guardias_de_Infanteria"
"Spain_Inf_Gren_Spanish_Grenadiers"	"spain"	"Spain_Inf_Gren_Spanish_Grenadiers"	"Inf_Gren_Spanish_Grenadiers"
"Spain_Inf_Irreg_Spanish_Guerillas"	"spain"	"Spain_Inf_Irreg_Spanish_Guerillas"	"Inf_Irreg_Spanish_Guerillas"
"Spain_Inf_Light_Spanish_Cazadores"	"spain"	"Spain_Inf_Light_Spanish_Cazadores"	"Inf_Light_Spanish_Cazadores"
"Spain_Inf_Line_Spanish_Line_Infantry"	"spain"	"Spain_Inf_Line_Spanish_Line_Infantry"	"Inf_Line_Spanish_Line_Infantry"
"Spain_Inf_Militia_Spanish_Provincial_Militia"	"spain"	"Spain_Inf_Militia_Spanish_Provincial_Militia"	"Inf_Militia_Spanish_Provincial_Militia"
"Spain_Inf_Mob_Armed_Citizenry"	"spain"	"Spain_Inf_Mob_Armed_Citizenry"	"Inf_Mob_Armed_Citizenry"
"Spain_Mounted_Inf_Spanish_Mounted_Cazadores"	"spain"	"Spain_Mounted_Inf_Spanish_Mounted_Cazadores"	"Mounted_Inf_Spanish_Mounted_Cazadores"
"Spanish_Rebels_Art_Foot_12_lber"	"spanish_rebels"	"Spanish_Rebels_Art_Foot_12_lber"	"Art_Foot_12_lber"
"Spanish_Rebels_Art_Foot_7_lber_Howitzer"	"spanish_rebels"	"Spanish_Rebels_Art_Foot_7_lber_Howitzer"	"Art_Foot_7_lber_Howitzer"
"Spanish_Rebels_Art_Horse_6_lber"	"spanish_rebels"	"Spanish_Rebels_Art_Horse_6_lber"	"Art_Horse_6_lber"
"Spanish_Rebels_Cav_Heavy_Dragoons"	"spanish_rebels"	"Spanish_Rebels_Cav_Heavy_Dragoons"	"Cav_Heavy_Dragoons"
"Spanish_Rebels_Cav_Light_Hussars"	"spanish_rebels"	"Spanish_Rebels_Cav_Light_Hussars"	"Cav_Light_Hussars"
"Spanish_Rebels_Gen_Generals_Staff"	"spanish_rebels"	"Spanish_Rebels_Gen_Generals_Staff"	"Gen_Generals_Staff"
"Spanish_Rebels_Inf_Light_Light_Infantry"	"spanish_rebels"	"Spanish_Rebels_Inf_Light_Light_Infantry"	"Inf_Light_Light_Infantry"
"Spanish_Rebels_Inf_Line_Line_Infantry"	"spanish_rebels"	"Spanish_Rebels_Inf_Line_Line_Infantry"	"Inf_Line_Line_Infantry"
"Spanish_Rebels_Inf_Militia_Militia"	"spanish_rebels"	"Spanish_Rebels_Inf_Militia_Militia"	"Inf_Militia_Militia"
"Spanish_Rebels_Inf_Mob_Armed_Citizenry"	"spanish_rebels"	"Spanish_Rebels_Inf_Mob_Armed_Citizenry"	"Inf_Mob_Armed_Citizenry"
"Sweden_Art_Foot_12_lber"	"sweden"	"Sweden_Art_Foot_12_lber"	"Art_Foot_12_lber"
"Sweden_Art_Foot_6_lber"	"sweden"	"Sweden_Art_Foot_6_lber"	"Art_Foot_6_lber"
"Sweden_Art_Foot_7_lber_Howitzer"	"sweden"	"Sweden_Art_Foot_7_lber_Howitzer"	"Art_Foot_7_lber_Howitzer"
"Sweden_Art_Horse_6_lber"	"sweden"	"Sweden_Art_Horse_6_lber"	"Art_Horse_6_lber"
"Sweden_Cav_Heavy_Dragoons"	"sweden"	"Sweden_Cav_Heavy_Dragoons"	"Cav_Heavy_Dragoons"
"Sweden_Cav_Heavy_Life_Guards_of_Horse"	"sweden"	"Sweden_Cav_Heavy_Life_Guards_of_Horse"	"Cav_Heavy_Life_Guards_of_Horse"
"Sweden_Cav_Heavy_Republican_Horse_Guards"	"sweden"	"Sweden_Cav_Heavy_Republican_Horse_Guards"	"Cav_Heavy_Republican_Horse_Guards"
"Sweden_Cav_Light_Hussars"	"sweden"	"Sweden_Cav_Light_Hussars"	"Cav_Light_Hussars"
