version 6, schema unit_stats_land_tables
Unit(string)	Size(int)	_x0023__x0020_Horses(int)	_x0023__x0020_Artillery(int)	Officer(string)	Drummer(optstring)	Standard_x0020_Bearer(optstring)	Soldier_x0020_Model(string)	Man_entity_x0020_-_x0020_links_x0020_to_x0020_battle_entities_x0020_table(string)	Man_x0020_Animations_x0020_Table(string)	Warscape_Equipment_Theme_IDRef(string)	Armor_Value(int)	Armor_Audio(string)	Man_x0020_Health(int)	Mount_x0020_Model(optstring)	Cavalry_x0020_Battle_x0020_Entity(optstring)	Mount_x0020_Animations_x0020_Table(optstring)	Mount_x0020_Armour_x0020_Value(string)	Mount_x0020_Health(string)	Carriage_x0020_Battle_x0020_Entity(optstring)	Ammo_x0020_Train_x0020_Battle_x0020_Entity(optstring)	Ammo_x0020_Caisson_x0020_Model(optstring)	Artillery_1(optstring)	Has_Artillery_2(boolean)	Gun(optstring)	Primary_x0020_Missile_x0020_Weapon(optstring)	Accuracy(int)	Reloading_x0020_Skill(int)	Primary_x0020_Missile_x0020_Attack(string)	Firing_x0020_Mechanism(string)	Projectile(optstring)	Ammo(int)	Skeleton_x0020_Missile(optstring)	Melee_x0020_Weapon_x0020_Type(string)	Melee_x0020_Attack_x0020_Skill(int)	Charge_x0020_Bonus(int)	Defense_x0020_Skill(int)	Shield_x0020_Bonus(int)	Skeleton_x0020_Melee(string)	Pistols(string)	Unit_x0020_Drill_x0020_Set(string)	Training(string)	Morale(int)	Deployed_x0020_Ranks(int)	File_x0020_Spacing(float)	Rank_x0020_Spacing(float)	File_x0020_Spacing_x0020_Loose_x0020_Formation(float)	Rank_x0020_Spacing_x0020_Loose_x0020_Formation(float)	File_x0020_Spacing_x0020_Dismounted(float)	Rank_x0020_Spacing_x0020_Dismounted(float)	Base_x0020_Density(float)	Anti_Cavalry_Bonus(int)	Can_x0020_Throw_x0020_Grenades(boolean)	Can_x0020_Skirmish(boolean)	Can_x0020_Guard(boolean)	Can_x0020_Dismount(boolean)	Can_x0020_Place_x0020_Stakes(boolean)	Is_x0020_Slow_x0020_Moving(boolean)	Can_x0020_Rally_x0020_Comrades_x0020__x0023_Has_x0020_No_x0020_In-Game_x0020_Effect_x0023_(boolean)	Can_x0020_Hide_x0020_In_x0020_Woodland(boolean)	Can_Hide_in_Light_Scrub(boolean)	Can_Hide_in_Long_Grass(boolean)	Can_Hide_in_Buildings(boolean)	Can_Hide_When_Walking(boolean)	Can_Hide_While_Firing(boolean)	Can_Fire_from_Horseback(boolean)	Tree_x0020_Spotting_x0020_Distance(float)	Scrub_x0020_Spotting_x0020_Distance(float)	Long_x0020_Grass_x0020_Spotting_x0020_Distance(float)	Paths_x0020_Seldom_x0020_Trod(boolean)	Garrison_x0020_Police_x0020_Bonus(boolean)	Discipined(boolean)	Impetuous(boolean)	Scares_x0020_Horses(boolean)	Scares_x0020_Enemies(boolean)	Inspires_x0020_Allies(boolean)	Good_x0020_Stamina(boolean)	Can_x0020_Use_x0020_Rope_x0020_Ladders(boolean)	Heat_x0020_Resistant(boolean)	Cold_x0020_Resistant(boolean)	Can_x0020_Do_x0020_Formed_x0020_Attack(boolean)	Can_x0020_Use_x0020_Pike_x0020_Wall(boolean)	Can_x0020_Use_x0020_Pike_x0020_Square(boolean)	Can_x0020_Shoot_x0020_While_x0020_Moving_x0020__x0023_Is_x0020_Immune_x0020_to_x0020_Attrition_x0020_in_x0020_Napoleon(boolean)	Can_x0020_Shoot_x0020_While_x0020_Moving(boolean)	Flutist(optstring)	Limber_Destructed_Model(optstring)	Limber_Destruction_Model(optstring)	Guerilla_Deployment(boolean)
"Art_Foot_Ottoman_9_lber"	24	0	4	"euro_officer"	nil	nil	"euroline"	"infantry_euro_medium"	"rider_sabre"	"generic_gun"	2	"leather"	1	"horse_artillery_mixed_brown"	"horse_medium"	"mount_horse"	"0"	"0"	"gun_train_2_horse"	"ammo_caisson_small"	"limber_model"	"Ott_Field_Cannon_9lb"	true	"ott_cannon_9_pounder"	nil	45	30	"0"	"matchlock"	nil	30	"cannon_crew"	"sword"	2	3	2	0	"one_handed"	"0"	"drill_set_artillery"	"trained"	3	1	8	12	16	16	1.5	3	7	0	false	false	false	false	false	true	false	true	false	false	false	false	false	false	50	75	100	false	false	false	false	false	false	false	false	false	true	false	false	false	false	false	false	nil	"Ammo_Caisson_destructed"	"Ammo_Caisson_destruction"	false
"Art_Foot_Ottoman_Howitzers"	24	0	4	"euro_officer"	nil	nil	"euroline"	"infantry_euro_medium"	"rider_sabre"	"generic_gun"	2	"leather"	1	"horse_artillery_mixed_brown"	"horse_medium"	"mount_horse"	"0"	"0"	"gun_train_2_horse"	"ammo_caisson_small"	"limber_model"	"Ott_howitzer"	true	"ott_howitzer"	nil	35	20	"0"	"matchlock"	nil	30	"cannon_crew"	"sword"	2	3	2	0	"one_handed"	"0"	"drill_set_artillery"	"trained"	3	1	8	12	16	16	1.5	3	7	0	false	false	false	false	false	true	false	true	false	false	false	false	false	false	50	75	100	false	false	false	false	false	false	false	false	false	true	false	false	false	false	false	false	nil	"Ammo_Caisson_destructed"	"Ammo_Caisson_destruction"	false
"Art_Foot_Portuguese_12_lber"	24	0	4	"euro_officer"	nil	nil	"euroline"	"infantry_euro_medium"	"rider_sabre"	"generic_gun"	2	"leather"	1	"horse_artillery_mixed_brown"	"horse_medium"	"mount_horse"	"0"	"0"	"gun_train_2_horse"	"ammo_caisson_small"	"limber_model"	"Field_Cannon_12lb"	true	"cannon_12_pounder"	nil	35	30	"0"	"matchlock"	nil	30	"cannon_crew"	"sword"	2	3	2	0	"one_handed"	"0"	"drill_set_artillery"	"trained"	3	1	8	12	16	16	1.5	3	7	0	false	false	false	false	false	true	false	true	false	false	false	false	false	false	50	75	100	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	nil	"Ammo_Caisson_destructed"	"Ammo_Caisson_destruction"	false
"Art_Foot_Portuguese_6_lber"	24	0	4	"euro_officer"	nil	nil	"euroline"	"infantry_euro_medium"	"rider_sabre"	"generic_gun"	2	"leather"	1	"horse_artillery_mixed_brown"	"horse_medium"	"mount_horse"	"0"	"0"	"gun_train_2_horse"	"ammo_caisson_small"	"limber_model"	"Field_Cannon_6lb"	true	"cannon_6_pounder"	nil	55	30	"0"	"matchlock"	nil	30	"cannon_crew"	"sword"	2	3	2	0	"one_handed"	"0"	"drill_set_artillery"	"trained"	3	1	8	12	16	16	1.5	3	7	0	false	false	false	false	false	true	false	true	false	false	false	false	false	false	50	75	100	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	nil	"Ammo_Caisson_destructed"	"Ammo_Caisson_destruction"	false
"Art_Foot_Portuguese_9_lber"	24	0	4	"euro_officer"	nil	nil	"euroline"	"infantry_euro_medium"	"rider_sabre"	"generic_gun"	2	"leather"	1	"horse_artillery_mixed_brown"	"horse_medium"	"mount_horse"	"0"	"0"	"gun_train_2_horse"	"ammo_caisson_small"	"limber_model"	"Field_Cannon_9lb"	true	"cannon_9_pounder"	nil	45	30	"0"	"matchlock"	nil	30	"cannon_crew"	"sword"	2	3	2	0	"one_handed"	"0"	"drill_set_artillery"	"trained"	3	1	8	12	16	16	1.5	3	7	0	false	false	false	false	false	true	false	true	false	false	false	false	false	false	50	75	100	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	nil	"Ammo_Caisson_destructed"	"Ammo_Caisson_destruction"	false
"Art_Foot_Prussian_12_lber"	24	0	4	"euro_officer"	nil	nil	"euroline"	"infantry_euro_medium"	"rider_sabre"	"generic_gun"	2	"leather"	1	"horse_artillery_mixed_brown"	"horse_medium"	"mount_horse"	"0"	"0"	"gun_train_2_horse"	"ammo_caisson_small"	"limber_model_Prussia"	"Field_Cannon_12lb_Prussia"	true	"cannon_12_pounder_Prussia"	nil	35	30	"0"	"matchlock"	nil	30	"cannon_crew"	"sword"	2	3	2	0	"one_handed"	"0"	"drill_set_artillery"	"trained"	3	1	8	12	16	16	1.5	3	7	0	false	false	false	false	false	true	false	true	false	false	false	false	false	false	50	75	100	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	nil	"Ammo_Caisson_Prussia_destructed"	"Ammo_Caisson_Prussia_destruction"	false
"Art_Foot_Prussian_6_lber"	24	0	4	"euro_officer"	nil	nil	"euroline"	"infantry_euro_medium"	"rider_sabre"	"generic_gun"	2	"leather"	1	"horse_artillery_mixed_brown"	"horse_medium"	"mount_horse"	"0"	"0"	"gun_train_2_horse"	"ammo_caisson_small"	"limber_model_Prussia"	"Field_Cannon_6lb_Prussia"	true	"cannon_6_pounder_Prussia"	nil	55	30	"0"	"matchlock"	nil	30	"cannon_crew"	"sword"	2	3	2	0	"one_handed"	"0"	"drill_set_artillery"	"trained"	3	1	8	12	16	16	1.5	3	7	0	false	false	false	false	false	true	false	true	false	false	false	false	false	false	50	75	100	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	nil	"Ammo_Caisson_Prussia_destructed"	"Ammo_Caisson_Prussia_destruction"	false
"Art_Foot_Prussian_7_lber_Howitzer"	24	0	4	"euro_officer"	nil	nil	"euroline"	"infantry_euro_medium"	"rider_sabre"	"generic_gun"	2	"leather"	1	"horse_artillery_mixed_brown"	"horse_medium"	"mount_horse"	"0"	"0"	"gun_train_2_horse"	"ammo_caisson_small"	"limber_model_Prussia"	"howitzer_7_Prussia"	true	"howitzer_7_pounder_Prussia"	nil	35	20	"0"	"matchlock"	nil	30	"cannon_crew"	"sword"	2	3	2	0	"one_handed"	"0"	"drill_set_artillery"	"trained"	3	1	8	12	16	16	1.5	3	7	0	false	false	false	false	false	true	false	true	false	false	false	false	false	false	50	75	100	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	nil	"Ammo_Caisson_Prussia_destructed"	"Ammo_Caisson_Prussia_destruction"	false
"Art_Foot_Prussian_Experimental_Howitzer"	24	0	4	"euro_officer"	nil	nil	"euroline"	"infantry_euro_medium"	"rider_sabre"	"generic_gun"	2	"leather"	1	"horse_artillery_mixed_brown"	"horse_medium"	"mount_horse"	"0"	"0"	"gun_train_2_horse"	"ammo_caisson_small"	"limber_model_Prussia"	"howitzer_7_Prussia"	true	"howitzer_experimental_Prussia"	nil	35	20	"0"	"matchlock"	nil	30	"cannon_crew"	"sword"	2	3	2	0	"one_handed"	"0"	"drill_set_artillery"	"trained"	3	1	8	12	16	16	1.5	3	7	0	false	false	false	false	false	true	false	true	false	false	false	false	false	false	50	75	100	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	nil	"Ammo_Caisson_Prussia_destructed"	"Ammo_Caisson_Prussia_destruction"	false
"Art_Foot_Russian_10_lber_Unicorn"	24	0	4	"euro_officer"	nil	nil	"euroline"	"infantry_euro_medium"	"rider_sabre"	"generic_gun"	2	"leather"	1	"horse_artillery_mixed_brown"	"horse_medium"	"mount_horse"	"0"	"0"	"gun_train_2_horse"	"ammo_caisson_small"	"limber_model_Russia"	"unicorn_10_Russia"	true	"unicorn_10_pounder_Russia"	nil	40	35	"0"	"matchlock"	nil	30	"cannon_crew"	"sword"	2	3	1	0	"one_handed"	"0"	"drill_set_artillery"	"trained"	3	1	8	12	16	16	1.5	3	7	0	false	false	false	false	false	true	false	true	false	false	false	false	false	false	50	75	100	false	false	false	false	false	false	false	false	false	false	true	false	false	false	false	false	nil	"Ammo_Caisson_Russia_destructed"	"Ammo_Caisson_Russia_destruction"	false
"Art_Foot_Russian_12_lber"	24	0	4	"euro_officer"	nil	nil	"euroline"	"infantry_euro_medium"	"rider_sabre"	"generic_gun"	2	"leather"	1	"horse_artillery_mixed_brown"	"horse_medium"	"mount_horse"	"0"	"0"	"gun_train_2_horse"	"ammo_caisson_small"	"limber_model_Russia"	"Field_Cannon_12lb_Russia"	true	"cannon_12_pounder_Russia"	nil	40	35	"0"	"matchlock"	nil	30	"cannon_crew"	"sword"	2	3	1	0	"one_handed"	"0"	"drill_set_artillery"	"trained"	3	1	8	12	16	16	1.5	3	7	0	false	false	false	false	false	true	false	true	false	false	false	false	false	false	50	75	100	false	false	false	false	false	false	false	false	false	false	true	false	false	false	false	false	nil	"Ammo_Caisson_Russia_destructed"	"Ammo_Caisson_Russia_destruction"	false
"Art_Foot_Russian_20_lber_Unicorn"	24	0	4	"euro_officer"	nil	nil	"euroline"	"infantry_euro_medium"	"rider_sabre"	"generic_gun"	2	"leather"	1	"horse_artillery_mixed_brown"	"horse_medium"	"mount_horse"	"0"	"0"	"gun_train_2_horse"	"ammo_caisson_small"	"limber_model_Russia"	"unicorn_20_Russia"	true	"unicorn_20_pounder_Russia"	nil	30	35	"0"	"matchlock"	nil	30	"cannon_crew"	"sword"	2	3	1	0	"one_handed"	"0"	"drill_set_artillery"	"trained"	3	1	8	12	16	16	1.5	3	7	0	false	false	false	false	false	true	false	true	false	false	false	false	false	false	50	75	100	false	false	false	false	false	false	false	false	false	false	true	false	false	false	false	false	nil	"Ammo_Caisson_Russia_destructed"	"Ammo_Caisson_Russia_destruction"	false
"Art_Foot_Russian_6_lber"	24	0	4	"euro_officer"	nil	nil	"euroline"	"infantry_euro_medium"	"rider_sabre"	"generic_gun"	2	"leather"	1	"horse_artillery_mixed_brown"	"horse_medium"	"mount_horse"	"0"	"0"	"gun_train_2_horse"	"ammo_caisson_small"	"limber_model_Russia"	"Field_Cannon_6lb_Russia"	true	"cannon_6_pounder_Russia"	nil	60	35	"0"	"matchlock"	nil	30	"cannon_crew"	"sword"	2	3	1	0	"one_handed"	"0"	"drill_set_artillery"	"trained"	3	1	8	12	16	16	1.5	3	7	0	false	false	false	false	false	true	false	true	false	false	false	false	false	false	50	75	100	false	false	false	false	false	false	false	false	false	false	true	false	false	false	false	false	nil	"Ammo_Caisson_Russia_destructed"	"Ammo_Caisson_Russia_destruction"	false
"Art_Foot_Russian_Experimental_Howitzer"	24	0	4	"euro_officer"	nil	nil	"euroline"	"infantry_euro_medium"	"rider_sabre"	"generic_gun"	2	"leather"	1	"horse_artillery_mixed_brown"	"horse_medium"	"mount_horse"	"0"	"0"	"gun_train_2_horse"	"ammo_caisson_small"	"limber_model_Russia"	"unicorn_10_Russia"	true	"howitzer_experimental_Russia"	nil	40	25	"0"	"matchlock"	nil	30	"cannon_crew"	"sword"	2	3	1	0	"one_handed"	"0"	"drill_set_artillery"	"trained"	3	1	8	12	16	16	1.5	3	7	0	false	false	false	false	false	true	false	true	false	false	false	false	false	false	50	75	100	false	false	false	false	false	false	false	false	false	false	true	false	false	false	false	false	nil	"Ammo_Caisson_Russia_destructed"	"Ammo_Caisson_Russia_destruction"	false
"Art_Foot_Spanish_12_lber"	24	0	4	"euro_officer"	nil	nil	"euroline"	"infantry_euro_medium"	"rider_sabre"	"generic_gun"	2	"leather"	1	"horse_artillery_mixed_brown"	"horse_medium"	"mount_horse"	"0"	"0"	"gun_train_2_horse"	"ammo_caisson_small"	"limber_model"	"Field_Cannon_12lb"	true	"cannon_12_pounder"	nil	40	35	"0"	"matchlock"	nil	30	"cannon_crew"	"sword"	2	3	0	0	"one_handed"	"0"	"drill_set_artillery"	"trained"	3	1	8	12	16	16	1.5	3	7	0	false	false	false	false	false	true	false	true	false	false	false	false	false	false	50	75	100	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	nil	"Ammo_Caisson_destructed"	"Ammo_Caisson_destruction"	false
"Art_Foot_Spanish_9_lber"	24	0	4	"euro_officer"	nil	nil	"euroline"	"infantry_euro_medium"	"rider_sabre"	"generic_gun"	2	"leather"	1	"horse_artillery_mixed_brown"	"horse_medium"	"mount_horse"	"0"	"0"	"gun_train_2_horse"	"ammo_caisson_small"	"limber_model"	"Field_Cannon_9lb"	true	"cannon_9_pounder"	nil	50	35	"0"	"matchlock"	nil	30	"cannon_crew"	"sword"	2	3	0	0	"one_handed"	"0"	"drill_set_artillery"	"trained"	3	1	8	12	16	16	1.5	3	7	0	false	false	false	false	false	true	false	true	false	false	false	false	false	false	50	75	100	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	nil	"Ammo_Caisson_destructed"	"Ammo_Caisson_destruction"	false
"Art_Horse_6_lber"	24	0	4	"euro_officer"	nil	nil	"euroline"	"infantry_euro_medium"	"rider_sabre"	"generic_gun"	2	"leather"	1	"horse_artillery_mixed_brown"	"horse_medium"	"mount_horse"	"5"	"1"	"gun_train_6_horse"	"ammo_caisson_small"	"limber_model"	"Field_Cannon_6lb"	true	"cannon_6_pounder"	nil	55	30	"0"	"matchlock"	nil	30	"cannon_crew"	"sword"	2	3	2	0	"one_handed"	"0"	"drill_set_artillery"	"trained"	3	1	8	20	16	20	1.5	3	7	0	false	false	false	false	false	false	false	true	false	false	false	false	false	false	50	75	100	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	nil	"Ammo_Caisson_destructed"	"Ammo_Caisson_destruction"	false
"Art_Horse_British_6_lber"	24	0	4	"euro_officer"	nil	nil	"euroline"	"infantry_euro_medium"	"rider_sabre"	"generic_gun"	2	"leather"	1	"horse_artillery_mixed_brown"	"horse_medium"	"mount_horse"	"5"	"1"	"gun_train_6_horse"	"ammo_caisson_small"	"limber_model_Britain"	"Field_Cannon_6lb"	true	"cannon_6_pounder_Britain"	nil	65	35	"0"	"matchlock"	nil	30	"cannon_crew"	"sword"	2	3	2	0	"one_handed"	"0"	"drill_set_artillery"	"trained"	3	1	8	20	16	20	1.5	3	7	0	false	false	false	false	false	false	false	true	false	false	false	false	false	false	50	75	100	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	nil	"Ammo_Caisson_Britain_destructed"	"Ammo_Caisson_Britain_destruction"	false
"Art_Horse_French_6_lber"	24	0	4	"euro_officer"	nil	nil	"euroline"	"infantry_euro_medium"	"rider_sabre"	"generic_gun"	2	"leather"	1	"horse_artillery_mixed_brown"	"horse_medium"	"mount_horse"	"5"	"1"	"gun_train_6_horse"	"ammo_caisson_small"	"limber_model_France"	"Field_Cannon_6lb"	true	"cannon_6_pounder_France"	nil	65	40	"0"	"matchlock"	nil	30	"cannon_crew"	"sword"	2	3	2	0	"one_handed"	"0"	"drill_set_artillery"	"trained"	3	1	8	20	16	20	1.5	3	7	0	false	false	false	false	false	false	false	true	false	false	false	false	false	false	50	75	100	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	nil	"Ammo_Caisson_France_destructed"	"Ammo_Caisson_France_destruction"	false
"Art_Horse_French_Artillerie_a_Cheval"	24	0	4	"euro_officer"	nil	nil	"euroline"	"infantry_euro_medium"	"rider_sabre"	"generic_gun"	3	"leather"	1	"horse_artillery_grey"	"horse_medium"	"mount_horse"	"5"	"1"	"gun_train_6_horse"	"ammo_caisson_small"	"limber_model_France"	"Field_Cannon_6lb"	true	"cannon_6_pounder_France"	nil	75	50	"0"	"matchlock"	nil	30	"cannon_crew"	"sword"	4	5	5	0	"one_handed"	"0"	"drill_set_artillery"	"trained"	5	1	8	20	16	20	1.5	3	7	0	false	false	false	false	false	false	false	true	false	false	false	false	false	false	50	75	100	false	false	false	false	false	false	true	false	false	false	false	false	false	false	true	false	nil	"Ammo_Caisson_France_destructed"	"Ammo_Caisson_France_destruction"	false
"Art_Horse_Italian_Guard_Horse_Artillery"	24	0	4	"euro_officer"	nil	nil	"euroline"	"infantry_euro_medium"	"rider_sabre"	"generic_gun"	3	"leather"	1	"horse_artillery_grey"	"horse_medium"	"mount_horse"	"5"	"1"	"gun_train_6_horse"	"ammo_caisson_small"	"limber_model"	"Field_Cannon_6lb"	true	"cannon_6_pounder"	nil	70	50	"0"	"matchlock"	nil	30	"cannon_crew"	"sword"	4	5	5	0	"one_handed"	"0"	"drill_set_artillery"	"trained"	5	1	8	20	16	20	1.5	3	7	0	false	false	false	false	false	false	false	true	false	false	false	false	false	false	50	75	100	false	false	false	false	false	false	true	false	false	false	false	false	false	false	true	false	nil	"Ammo_Caisson_destructed"	"Ammo_Caisson_destruction"	false
"Art_Horse_Prussian_6_lber"	24	0	4	"euro_officer"	nil	nil	"euroline"	"infantry_euro_medium"	"rider_sabre"	"generic_gun"	2	"leather"	1	"horse_artillery_mixed_brown"	"horse_medium"	"mount_horse"	"5"	"1"	"gun_train_6_horse"	"ammo_caisson_small"	"limber_model_Prussia"	"Field_Cannon_6lb"	true	"cannon_6_pounder_Prussia"	nil	55	30	"0"	"matchlock"	nil	30	"cannon_crew"	"sword"	2	3	2	0	"one_handed"	"0"	"drill_set_artillery"	"trained"	3	1	8	20	16	20	1.5	3	7	0	false	false	false	false	false	false	false	true	false	false	false	false	false	false	50	75	100	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	false	nil	"Ammo_Caisson_Prussia_destructed"	"Ammo_Caisson_Prussia_destruction"	false
"Art_Horse_Russian_6_lber"	24	0	4	"euro_officer"	nil	nil	"euroline"	"infantry_euro_medium"	"rider_sabre"	"generic_gun"	2	"leather"	1	"horse_artillery_mixed_brown"	"horse_medium"	"mount_horse"	"5"	"1"	"gun_train_6_horse"	"ammo_caisson_small"	"limber_model_Russia"	"Field_Cannon_6lb"	true	"cannon_6_pounder_Russia"	nil	60	35	"0"	"matchlock"	nil	30	"cannon_crew"	"sword"	2	3	1	0	"one_handed"	"0"	"drill_set_artillery"	"trained"	3	1	8	20	16	20	1.5	3	7	0	false	false	false	false	false	false	false	true	false	false	false	false	false	false	50	75	100	false	false	false	false	false	false	false	false	false	false	true	false	false	false	false	false	nil	"Ammo_Caisson_Russia_destructed"	"Ammo_Caisson_Russia_destruction"	false
"Cav_Heavy_Austrian_Cuirassiers"	60	60	0	"euro_officer"	"euro_cavalry_bugler_sword"	nil	"euroline"	"infantry_euro_heavy"	"rider_sabre"	"generic_cavalry_sword"	8	"plate"	1	"horse_covered_black"	"horse_heavy"	"mount_horse"	"6"	"1"	nil	nil	nil	nil	false	nil	nil	0	0	"0"	"none"	nil	0	nil	"sword"	12	18	10	0	"mounted_sword"	"0"	"drill_set_cavalry"	"well_trained"	10	3	2	4.5	4	9	0	0	10	0	false	false	false	false	false	false	false	false	false	false	false	false	false	false	50	75	100	false	false	true	false	false	false	false	false	false	false	false	false	false	false	false	false	nil	nil	nil	false
"Cav_Heavy_Austrian_Dragoons"	60	60	0	"euro_officer"	"euro_cavalry_bugler_sword"	nil	"euroline"	"infantry_euro_heavy"	"rider_musket_sabre"	"generic_cavalry_carbine_sword"	5	"plate"	1	"horse_covered_mixed_brown"	"horse_heavy"	"mount_horse"	"6"	"1"	nil	nil	nil	nil	false	nil	"carbine"	35	25	"0"	"flintlock"	"musket_carbine"	10	"dragoon_carbine"	"sword"	10	16	7	0	"mounted_sword"	"0"	"drill_set_cavalry"	"well_trained"	8	3	2	4.5	4	9	1.1	2	10	0	false	false	false	true	false	false	false	false	false	false	false	false	false	false	50	75	100	false	false	true	false	false	false	false	false	false	false	false	false	false	false	false	false	nil	nil	nil	false
"Cav_Heavy_British_Dragoon_Guards"	60	60	0	"euro_officer"	"euro_cavalry_bugler_sword"	nil	"euroline"	"infantry_euro_heavy"	"rider_musket_sabre"	"generic_cavalry_carbine_sword"	5	"plate"	1	"horse_covered_mixed_brown"	"horse_heavy"	"mount_horse"	"6"	"1"	nil	nil	nil	nil	false	nil	"carbine"	45	35	"0"	"flintlock"	"musket_carbine"	10	"dragoon_carbine"	"sword"	12	18	10	0	"mounted_sword"	"0"	"drill_set_cavalry"	"well_trained"	9	3	2	4.5	4	9	1.1	2	10	0	false	false	false	true	false	false	false	false	false	false	false	false	false	false	50	75	100	false	false	false	true	false	false	false	false	false	false	false	false	false	false	true	false	nil	nil	nil	false
"Cav_Heavy_British_Dragoons"	60	60	0	"euro_officer"	"euro_cavalry_bugler_sword"	nil	"euroline"	"infantry_euro_heavy"	"rider_musket_sabre"	"generic_cavalry_carbine_sword"	5	"plate"	1	"horse_covered_mixed_brown"	"horse_heavy"	"mount_horse"	"6"	"1"	nil	nil	nil	nil	false	nil	"carbine"	35	25	"0"	"flintlock"	"musket_carbine"	10	"dragoon_carbine"	"sword"	10	16	7	0	"mounted_sword"	"0"	"drill_set_cavalry"	"well_trained"	8	3	2	4.5	4	9	1.1	2	10	0	false	false	false	true	false	false	false	false	false	false	false	false	false	false	50	75	100	false	false	false	true	false	false	false	false	false	false	false	false	false	false	false	false	nil	nil	nil	false
"Cav_Heavy_British_Horse_Guards"	60	60	0	"euro_officer"	"euro_cavalry_bugler_sword"	nil	"euroline"	"infantry_euro_heavy"	"rider_sabre"	"generic_cavalry_sword"	5	"plate"	1	"horse_covered_black"	"horse_heavy"	"mount_horse"	"6"	"1"	nil	nil	nil	nil	false	nil	nil	0	0	"0"	"none"	nil	0	nil	"sword"	16	20	11	0	"mounted_sword"	"0"	"drill_set_cavalry"	"well_trained"	14	3	2	4.5	4	9	0	0	10	0	false	false	false	false	false	false	false	false	false	false	false	false	false	false	50	75	100	false	false	false	true	false	false	true	false	false	false	false	false	false	false	true	false	nil	nil	nil	false
"Cav_Heavy_British_Horse_Guards_Uxbridge"	60	60	0	"euro_officer"	"euro_cavalry_bugler_sword"	nil	"euroline"	"infantry_euro_heavy"	"rider_sabre"	"generic_cavalry_sword"	5	"plate"	1	"horse_covered_black"	"horse_heavy"	"mount_horse"	"6"	"1"	nil	nil	nil	nil	false	nil	nil	0	0	"0"	"none"	nil	0	nil	"sword"	16	20	11	0	"mounted_sword"	"0"	"drill_set_cavalry"	"well_trained"	14	3	2	4.5	4	9	0	0	10	0	false	false	false	false	false	false	false	false	false	false	false	false	false	false	50	75	100	false	false	false	true	false	false	true	false	false	false	false	false	false	false	true	false	nil	nil	nil	false
"Cav_Heavy_British_KGL_Dragoons"	60	60	0	"euro_officer"	"euro_cavalry_bugler_sword"	nil	"euroline"	"infantry_euro_heavy"	"rider_musket_sabre"	"generic_cavalry_carbine_sword"	5	"plate"	1	"horse_covered_mixed_brown"	"horse_heavy"	"mount_horse"	"6"	"1"	nil	nil	nil	nil	false	nil	"carbine"	35	25	"0"	"flintlock"	"musket_carbine"	10	"dragoon_carbine"	"sword"	11	17	8	0	"mounted_sword"	"0"	"drill_set_cavalry"	"well_trained"	8	3	2	4.5	4	9	1.1	2	10	0	false	false	false	true	false	false	false	false	false	false	false	false	false	false	50	75	100	false	false	true	false	false	false	false	false	false	false	false	false	false	false	false	false	nil	nil	nil	false
"Cav_Heavy_British_Life_Guards"	60	60	0	"euro_officer"	"euro_cavalry_bugler_sword"	nil	"euroline"	"infantry_euro_heavy"	"rider_sabre"	"generic_cavalry_sword"	5	"plate"	1	"horse_covered_black"	"horse_heavy"	"mount_horse"	"6"	"1"	nil	nil	nil	nil	false	nil	nil	0	0	"0"	"none"	nil	0	nil	"sword"	14	20	11	0	"mounted_sword"	"0"	"drill_set_cavalry"	"well_trained"	12	3	2	4.5	4	9	0	0	10	0	false	false	false	false	false	false	false	false	false	false	false	false	false	false	50	75	100	false	false	false	true	false	false	true	false	false	false	false	false	false	false	true	false	nil	nil	nil	false
"Cav_Heavy_British_Royal_Scots_Greys"	60	60	0	"euro_officer"	"euro_cavalry_bugler_sword"	nil	"euroline"	"infantry_euro_heavy"	"rider_musket_sabre"	"generic_cavalry_carbine_sword"	5	"plate"	1	"horse_covered_grey"	"horse_heavy"	"mount_horse"	"6"	"1"	nil	nil	nil	nil	false	nil	"carbine"	45	35	"0"	"flintlock"	"musket_carbine"	10	"dragoon_carbine"	"sword"	14	20	10	0	"mounted_sword"	"0"	"drill_set_cavalry"	"well_trained"	10	3	2	4.5	4	9	1.1	2	10	0	false	false	false	true	false	false	false	false	false	false	false	false	false	false	50	75	100	false	false	false	true	false	false	false	false	false	false	false	false	false	false	false	false	nil	nil	nil	false
