version 1, schema campaign_character_anims_junctions_tables, guid cceac9a2-0e97-4527-9d64-f6930b217fcc
unknown1(string)	Character(string)	unknown2(string)	Anim_filepath(string)	unknown3(string)	unknown4(optstring)	unknown5(optstring)	unknown6(float)
"2135703614"	"boshin_veteran"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\BOSHIN\\VETERAN\\MATCHED_ACTIONS\\HUNT_DOWN\\SHO_VET_hunted_down_counterattack.anim"	"matched_action"	"bos_ish_assassination_died_from_fail"	nil	1
"2135703621"	"boshin_veteran"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\BOSHIN\\VETERAN\\MATCHED_ACTIONS\\HUNT_DOWN\\SHO_VET_hunted_down_failed.anim"	"matched_action"	"bos_ish_assassination_failed"	nil	1
"2135703629"	"boshin_veteran"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\BOSHIN\\VETERAN\\ACTION\\HUNT_DOWN\\SHO_VET_hunted_down_die.anim"	"action"	"bos_ish_assassination_success_killed_target"	nil	1
"2135703630"	"boshin_veteran"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\BOSHIN\\VETERAN\\MATCHED_ACTIONS\\HUNT_DOWN\\SHO_VET_hunted_down.anim"	"matched_action"	"bos_ish_assassination_attempt"	nil	1
"2135703639"	"boshin_veteran"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\BOSHIN\\VETERAN\\ACTION\\SEDUCE\\SHO_VET_seduce_attempt_fail_counterattack.anim"	"matched_action"	"bos_gei_enchant_died_from_fail"	nil	1
"2135703648"	"boshin_veteran"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\BOSHIN\\VETERAN\\ACTION\\SEDUCE\\SHO_VET_seduce_attempt_fail.anim"	"matched_action"	"bos_gei_enchant_failed"	nil	1
"2135703653"	"boshin_veteran"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\BOSHIN\\VETERAN\\ACTION\\SEDUCE\\SHO_VET_seduce_attempt_success.anim"	"matched_action"	"bos_gei_enchant_success"	nil	1
"2135703660"	"boshin_veteran"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\BOSHIN\\VETERAN\\ACTION\\SEDUCE\\SHO_VET_receive_seduce_attempt.anim"	"matched_action"	"bos_gei_enchant_attempt"	nil	1
"2135703665"	"boshin_veteran"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\BOSHIN\\VETERAN\\ACTION\\DUEL\\SHO_VET_duel_kill.anim"	"matched_action"	"bos_vet_combat_died_from_fail"	nil	1
"2135703671"	"boshin_veteran"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\BOSHIN\\VETERAN\\ACTION\\DUEL\\SHO_VET_duel_fail.anim"	"matched_action"	"bos_vet_combat_failed"	nil	1
"2135703673"	"boshin_veteran"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\BOSHIN\\VETERAN\\ACTION\\DUEL\\SHO_VET_duel_death.anim"	"action"	"bos_vet_combat_success_killed_target"	nil	1
"2135703678"	"boshin_veteran"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\BOSHIN\\VETERAN\\ACTION\\DUEL\\SHO_VET_duel.anim"	"matched_action"	"bos_vet_combat_attempt"	nil	1
"2135703685"	"boshin_veteran"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\BOSHIN\\VETERAN\\MATCHED_ACTIONS\\ASSASSINATION\\SHO_VET_assassination_attempt_failed_counterattack.anim"	"matched_action"	"bos_nin_assassination_died_from_fail"	nil	1
"2135703692"	"boshin_veteran"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\BOSHIN\\VETERAN\\MATCHED_ACTIONS\\ASSASSINATION\\SHO_VET_assassination_attempt_failed.anim"	"matched_action"	"bos_nin_assassination_failed"	nil	1
"2135703694"	"boshin_veteran"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\BOSHIN\\VETERAN\\ACTION\\ASSASSINATION\\SHO_VET_died_from_assassination.anim"	"action"	"bos_nin_assassination_success_killed_target"	nil	1
"2135703704"	"boshin_veteran"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\BOSHIN\\VETERAN\\MATCHED_ACTIONS\\ASSASSINATION\\SHO_VET_defend_against_assassination.anim"	"matched_action"	"bos_nin_assassination_attempt"	nil	1
"2135703709"	"boshin_veteran"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\BOSHIN\\VETERAN\\MATCHED_ACTIONS\\SABOTAGE\\SHO_VET_died_from_agent_sabotage_counterattack.anim"	"action"	"bos_vet_sabotage_sett_died_from_failed"	nil	1
"2135703719"	"boshin_veteran"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\BOSHIN\\VETERAN\\MATCHED_ACTIONS\\SABOTAGE\\SHO_VET_agent_sabotage_fail.anim"	"action"	"bos_vet_sabotage_sett_failed"	nil	1
"2135703728"	"boshin_veteran"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\BOSHIN\\VETERAN\\MATCHED_ACTIONS\\SABOTAGE\\SHO_VET_agent_sabotage_success.anim"	"action"	"bos_vet_sabotage_sett_success"	nil	1
"2135703737"	"boshin_veteran"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\BOSHIN\\VETERAN\\ACTION\\SABOTAGE\\SHO_VET_sabotage_attempt.anim"	"action"	"bos_vet_sabotage_sett_attempt"	nil	1
"2135703743"	"boshin_veteran"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\BOSHIN\\VETERAN\\ACTION\\HARASS\\SHO_VET_harass_counterattack.anim"	"action"	"bos_vet_harass_died_from_fail"	nil	1
"2135703747"	"boshin_veteran"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\BOSHIN\\VETERAN\\ACTION\\HARASS\\SHO_VET_harass_attempt_failed.anim"	"action"	"bos_vet_harass_failed"	nil	1
"2135703755"	"boshin_veteran"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\BOSHIN\\VETERAN\\ACTION\\HARASS\\SHO_VET_harass.anim"	"action"	"bos_vet_harass_success"	nil	1
"2135703765"	"boshin_veteran"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\BOSHIN\\VETERAN\\ACTION\\HARASS\\SHO_VET_harass_attempt.anim"	"action"	"bos_vet_harass_attempt"	nil	1
"2135703774"	"boshin_veteran"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\BOSHIN\\VETERAN\\ACTION\\DUEL\\SHO_VET_duel_death.anim"	"action"	"bos_vet_combat_died_from_fail"	nil	1
"2135703783"	"boshin_veteran"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\BOSHIN\\VETERAN\\ACTION\\DUEL\\SHO_VET_duel_fail.anim"	"action"	"bos_vet_combat_failed"	nil	1
"2135703787"	"boshin_veteran"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\BOSHIN\\VETERAN\\ACTION\\DUEL\\SHO_VET_duel_kill.anim"	"matched_action"	"bos_vet_combat_success_killed_target"	nil	1
"2135703791"	"boshin_veteran"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\BOSHIN\\VETERAN\\ACTION\\DUEL\\SHO_VET_duel.anim"	"action"	"bos_vet_combat_attempt"	nil	1
"2135703792"	"geisha"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/GEISHA/MATCHED_ACTION/ASSASSINATION/SHO_GEI_ASSASSINATION_ATTEMPT_FAILED_COUNTERATTACK.anim"	"matched_action"	"bos_shi_assassination_died_from_fail"	nil	1
"2135703794"	"geisha"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/GEISHA/MATCHED_ACTION/ASSASSINATION/SHO_GEI_ASSASSINATION_ATTEMPT_FAILED.anim"	"matched_action"	"bos_shi_assassination_failed"	nil	1
"2135703797"	"geisha"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\GEISHA\\ACTION\\ASSASSINATION\\SHO_GEI_DIED_FROM_ASSASSINATION.anim"	"action"	"bos_shi_assassination_success_killed_target"	nil	1
"2135703800"	"geisha"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/GEISHA/MATCHED_ACTION/ASSASSINATION/SHO_GEI_DEFEND_AGAINST_ASSASSINATION.anim"	"matched_action"	"bos_shi_assassination_attempt"	nil	1
"2135703801"	"geisha"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/GEISHA/MATCHED_ACTION/ASSASSINATION/SHO_GEI_ASSASSINATION_ATTEMPT_FAILED_COUNTERATTACK.anim"	"matched_action"	"bos_ish_assassination_died_from_fail"	nil	1
"2135703806"	"geisha"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/GEISHA/MATCHED_ACTION/ASSASSINATION/SHO_GEI_ASSASSINATION_ATTEMPT_FAILED.anim"	"matched_action"	"bos_ish_assassination_failed"	nil	1
"2135703816"	"geisha"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\GEISHA\\ACTION\\ASSASSINATION\\SHO_GEI_DIED_FROM_ASSASSINATION.anim"	"action"	"bos_ish_assassination_success_killed_target"	nil	1
"2135703817"	"geisha"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/GEISHA/MATCHED_ACTION/ASSASSINATION/SHO_GEI_DEFEND_AGAINST_ASSASSINATION.anim"	"matched_action"	"bos_ish_assassination_attempt"	nil	1
"2135703824"	"geisha"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/GEISHA/MATCHED_ACTION/ASSASSINATION/SHO_GEI_ASSASSINATION_ATTEMPT_FAILED_COUNTERATTACK.anim"	"matched_action"	"bos_nin_assassination_died_from_fail"	nil	1
"2135703831"	"geisha"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/GEISHA/MATCHED_ACTION/ASSASSINATION/SHO_GEI_ASSASSINATION_ATTEMPT_FAILED.anim"	"matched_action"	"bos_nin_assassination_failed"	nil	1
"2135703833"	"geisha"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\MEN\\GEISHA\\ACTION\\ASSASSINATION\\SHO_GEI_DIED_FROM_ASSASSINATION.anim"	"action"	"bos_nin_assassination_success_killed_target"	nil	1
"2135703835"	"geisha"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/GEISHA/MATCHED_ACTION/ASSASSINATION/SHO_GEI_DEFEND_AGAINST_ASSASSINATION.anim"	"matched_action"	"bos_nin_assassination_attempt"	nil	1
"2135703839"	"geisha"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/GEMPEI/GEISHA/SEDUCE/SHO_GEI_DIED_FROM_SEDUCE_COUTERATTACK.anim"	"action"	"bos_gei_distract_sett_died_from_fail"	nil	1
"2135703845"	"geisha"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/GEMPEI/GEISHA/SEDUCE/SHO_GEI_SEDUCE_FAIL.anim"	"action"	"bos_gei_distract_sett_failed"	nil	1
"2135703852"	"geisha"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/GEMPEI/GEISHA/SEDUCE/SHO_GEI_SEDUCE_SUCCESS.anim"	"action"	"bos_gei_distract_sett_success"	nil	1
"2135703856"	"geisha"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/GEMPEI/GEISHA/SEDUCE/SHO_GEI_SEDUCE_ATTEMPT.anim"	"action"	"bos_gei_distract_sett_attempt"	nil	1
"2135703861"	"geisha"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/GEMPEI/GEISHA/SEDUCE/SHO_GEI_DIED_FROM_SEDUCE_COUTERATTACK.anim"	"action"	"bos_gei_distract_died_from_fail"	nil	1
"2135703870"	"geisha"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/GEMPEI/GEISHA/SEDUCE/SHO_GEI_SEDUCE_FAIL.anim"	"action"	"bos_gei_distract_failed"	nil	1
"2135703872"	"geisha"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/GEMPEI/GEISHA/SEDUCE/SHO_GEI_SEDUCE_SUCCESS.anim"	"action"	"bos_gei_distract_success"	nil	1
"2135703877"	"geisha"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/GEMPEI/GEISHA/SEDUCE/SHO_GEI_SEDUCE_ATTEMPT.anim"	"action"	"bos_gei_distract_attempt"	nil	1
"2135703884"	"geisha"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/GEMPEI/GEISHA/SEDUCE/SHO_GEI_DIED_FROM_SEDUCE_COUTERATTACK.anim"	"action"	"bos_gei_enchant_died_from_fail"	nil	1
"2135703888"	"geisha"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/GEMPEI/GEISHA/SEDUCE/SHO_GEI_SEDUCE_FAIL.anim"	"action"	"bos_gei_enchant_failed"	nil	1
"2135703897"	"geisha"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/GEMPEI/GEISHA/SEDUCE/SHO_GEI_SEDUCE_SUCCESS.anim"	"action"	"bos_gei_enchant_success"	nil	1
"2135703898"	"geisha"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/GEMPEI/GEISHA/SEDUCE/SHO_GEI_SEDUCE_ATTEMPT.anim"	"action"	"bos_gei_enchant_attempt"	nil	1
"2135703908"	"metsuke"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/METSUKE/MATCHED_ACTION/ASSASSINATION/SHO_MET_ASSASSINATION_ATTEMPT_FAILED.anim"	"matched_action"	"bos_shi_assassination_failed"	nil	1
"2135703909"	"metsuke"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/METSUKE/MATCHED_ACTION/ASSASSINATION/SHO_MET_ASSASSINATION_ATTEMPT_FAILED_COUNTERATTACK.anim"	"matched_action"	"bos_shi_assassination_died_from_fail"	nil	1
"2135703917"	"metsuke"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/METSUKE/ACTION/ASSASSINATION/SHO_MET_DIED_FROM_ASSASSINATION.anim"	"action"	"bos_shi_assassination_success_killed_target"	nil	1
"2135703924"	"metsuke"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/METSUKE/MATCHED_ACTION/ASSASSINATION/SHO_MET_DEFEND_AGAINST_ASSASSINATION.anim"	"matched_action"	"bos_shi_assassination_attempt"	nil	1
"2135703933"	"metsuke"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/METSUKE/MATCHED_ACTION/ASSASSINATION/SHO_MET_ASSASSINATION_ATTEMPT_FAILED_COUNTERATTACK.anim"	"matched_action"	"bos_ish_assassination_died_from_fail"	nil	1
"2135703941"	"metsuke"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/METSUKE/MATCHED_ACTION/ASSASSINATION/SHO_MET_ASSASSINATION_ATTEMPT_FAILED.anim"	"matched_action"	"bos_ish_assassination_failed"	nil	1
"2135703949"	"metsuke"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/METSUKE/ACTION/ASSASSINATION/SHO_MET_DIED_FROM_ASSASSINATION.anim"	"action"	"bos_ish_assassination_success_killed_target"	nil	1
"2135703959"	"metsuke"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/METSUKE/MATCHED_ACTION/ASSASSINATION/SHO_MET_DEFEND_AGAINST_ASSASSINATION.anim"	"matched_action"	"bos_ish_assassination_attempt"	nil	1
"2135703962"	"metsuke"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/GEMPEI/METSUKE/SEDUCE/SHO_MET_SEDUCE_ATTEMPT_FAILED_COUNTERATTACK.anim"	"matched_action"	"bos_gei_enchant_died_from_fail"	nil	1
"2135703963"	"metsuke"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/GEMPEI/METSUKE/SEDUCE/SHO_MET_SEDUCE_ATTEMPT_FAIL.anim"	"matched_action"	"bos_gei_enchant_failed"	nil	1
"2135703971"	"metsuke"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/GEMPEI/METSUKE/SEDUCE/SHO_MET_SEDUCE_ATTEMPT_SUCCESS.anim"	"matched_action"	"bos_gei_enchant_success"	nil	1
"2135703974"	"metsuke"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/GEMPEI/METSUKE/SEDUCE/SHO_MET_RECEIVE_SEDUCE_ATTEMPT.anim"	"matched_action"	"bos_gei_enchant_attempt"	nil	1
"2135703975"	"metsuke"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/METSUKE/MATCHED_ACTION/ASSASSINATION/SHO_MET_ASSASSINATION_ATTEMPT_FAILED_COUNTERATTACK.anim"	"matched_action"	"bos_vet_combat_died_from_fail"	nil	1
"2135703979"	"metsuke"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/METSUKE/MATCHED_ACTION/ASSASSINATION/SHO_MET_ASSASSINATION_ATTEMPT_FAILED.anim"	"matched_action"	"bos_vet_combat_failed"	nil	1
"2135703984"	"metsuke"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/METSUKE/ACTION/ASSASSINATION/SHO_MET_DIED_FROM_ASSASSINATION.anim"	"action"	"bos_vet_combat_success_killed_target"	nil	1
"2135703985"	"metsuke"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/METSUKE/MATCHED_ACTION/ASSASSINATION/SHO_MET_DEFEND_AGAINST_ASSASSINATION.anim"	"matched_action"	"bos_vet_combat_attempt"	nil	1
"2135703993"	"metsuke"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/METSUKE/MATCHED_ACTION/ASSASSINATION/SHO_MET_ASSASSINATION_ATTEMPT_FAILED_COUNTERATTACK.anim"	"matched_action"	"bos_nin_assassination_died_from_fail"	nil	1
"2135703994"	"metsuke"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/METSUKE/MATCHED_ACTION/ASSASSINATION/SHO_MET_ASSASSINATION_ATTEMPT_FAILED.anim"	"matched_action"	"bos_nin_assassination_failed"	nil	1
"2135704001"	"metsuke"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/METSUKE/ACTION/ASSASSINATION/SHO_MET_DIED_FROM_ASSASSINATION.anim"	"action"	"bos_nin_assassination_success_killed_target"	nil	1
"2135704010"	"metsuke"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/METSUKE/MATCHED_ACTION/ASSASSINATION/SHO_MET_DEFEND_AGAINST_ASSASSINATION.anim"	"matched_action"	"bos_nin_assassination_attempt"	nil	1
"2135704013"	"metsuke"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\BOSHIN\\METSUKE\\SHO_MET_DIED_FROM_REVOLT_COUNTER_ATTACK.anim"	"action"	"bos_ish_incite_sett_died_from_fail"	nil	1
"2135704020"	"metsuke"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\BOSHIN\\METSUKE\\SHO_MET_REVOLT_ATTEMPT_FAIL.anim"	"action"	"bos_ish_incite_sett_failed"	nil	1
"2135704028"	"metsuke"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\BOSHIN\\METSUKE\\SHO_MET_REVOLT_ATTEMPT_SUCCESS.anim"	"action"	"bos_ish_incite_sett_success"	nil	1
"2135704029"	"metsuke"	"normal"	"Animations\\SHOGUN_ANIMATION\\CAMPAIGN\\BOSHIN\\METSUKE\\SHO_MET_REVOLT_ATTEMPT.anim"	"action"	"bos_ish_incite_sett_attempt"	nil	1
"2135704038"	"metsuke"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/METSUKE/ACTION/HUNT_DOWN/SHO_MET_DIED_FROM_HUNT_DOWN_COUNTERATTACK.anim"	"action"	"bos_ish_assassination_died_from_fail"	nil	1
"2135704044"	"metsuke"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/METSUKE/ACTION/HUNT_DOWN/SHO_MET_HUNT_DOWN_FAIL.anim"	"action"	"bos_ish_assassination_failed"	nil	1
"2135704046"	"metsuke"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/METSUKE/MATCHED_ACTION/HUNT_DOWN/SHO_MET_HUNT_DOWN_SUCCESS_KILL.anim"	"matched_action"	"bos_ish_assassination_success_killed_target"	nil	1
"2135704050"	"metsuke"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/METSUKE/ACTION/HUNT_DOWN/SHO_MET_HUNT_DOWN_ATTEMPT.anim"	"action"	"bos_ish_assassination_attempt"	nil	1
"2135704052"	"metsuke"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/METSUKE/ACTION/BRIBE/SHO_MET_DIED_FROM_BRIBE_AGENT_COUNTERATTACK.anim"	"action"	"bos_ish_persuade_died_from_fail"	nil	1
"2135704057"	"metsuke"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/METSUKE/ACTION/BRIBE/SHO_MET_BRIBE_AGENT_FAIL.anim"	"action"	"bos_ish_persuade_failed"	nil	1
"2135704064"	"metsuke"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/METSUKE/ACTION/BRIBE/SHO_MET_BRIBE_AGENT_SUCCESS.anim"	"action"	"bos_ish_persuade_success"	nil	1
"2135704072"	"metsuke"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/METSUKE/ACTION/BRIBE/SHO_MET_BRIBE_ATTEMPT.anim"	"action"	"bos_ish_persuade_attempt"	nil	1
"2135704081"	"metsuke"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/METSUKE/MATCHED_ACTION/ASSASSINATION/SHO_MET_ASSASSINATION_ATTEMPT_FAILED_COUNTERATTACK.anim"	"matched_action"	"bos_shi_assassination_died_from_fail"	nil	1
"2135704091"	"metsuke"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/METSUKE/MATCHED_ACTION/ASSASSINATION/SHO_MET_ASSASSINATION_ATTEMPT_FAILED.anim"	"matched_action"	"bos_shi_assassination_failed"	nil	1
"2135704093"	"metsuke"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/METSUKE/ACTION/ASSASSINATION/SHO_MET_DIED_FROM_ASSASSINATION.anim"	"action"	"bos_shi_assassination_success_killed_target"	nil	1
"2135704100"	"metsuke"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/METSUKE/MATCHED_ACTION/ASSASSINATION/SHO_MET_DEFEND_AGAINST_ASSASSINATION.anim"	"matched_action"	"bos_shi_assassination_attempt"	nil	1
"2135704106"	"metsuke"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/METSUKE/MATCHED_ACTION/ASSASSINATION/SHO_MET_ASSASSINATION_ATTEMPT_FAILED_COUNTERATTACK.anim"	"matched_action"	"bos_ish_assassination_died_from_fail"	nil	1
"2135704107"	"metsuke"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/METSUKE/MATCHED_ACTION/ASSASSINATION/SHO_MET_ASSASSINATION_ATTEMPT_FAILED.anim"	"matched_action"	"bos_ish_assassination_failed"	nil	1
"2135704115"	"metsuke"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/METSUKE/ACTION/ASSASSINATION/SHO_MET_DIED_FROM_ASSASSINATION.anim"	"action"	"bos_ish_assassination_success_killed_target"	nil	1
"2135704118"	"metsuke"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/METSUKE/MATCHED_ACTION/ASSASSINATION/SHO_MET_DEFEND_AGAINST_ASSASSINATION.anim"	"matched_action"	"bos_ish_assassination_attempt"	nil	1
"2135704124"	"metsuke"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/GEMPEI/METSUKE/SEDUCE/SHO_MET_SEDUCE_ATTEMPT_FAILED_COUNTERATTACK.anim"	"matched_action"	"bos_gei_enchant_died_from_fail"	nil	1
"2135704131"	"metsuke"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/GEMPEI/METSUKE/SEDUCE/SHO_MET_SEDUCE_ATTEMPT_FAIL.anim"	"matched_action"	"bos_gei_enchant_failed"	nil	1
"2135704136"	"metsuke"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/GEMPEI/METSUKE/SEDUCE/SHO_MET_SEDUCE_ATTEMPT_SUCCESS.anim"	"matched_action"	"bos_gei_enchant_success"	nil	1
"2135704145"	"metsuke"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/GEMPEI/METSUKE/SEDUCE/SHO_MET_RECEIVE_SEDUCE_ATTEMPT.anim"	"matched_action"	"bos_gei_enchant_attempt"	nil	1
"2135704154"	"metsuke"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/METSUKE/MATCHED_ACTION/ASSASSINATION/SHO_MET_ASSASSINATION_ATTEMPT_FAILED_COUNTERATTACK.anim"	"matched_action"	"bos_vet_combat_died_from_fail"	nil	1
"2135704159"	"metsuke"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/METSUKE/MATCHED_ACTION/ASSASSINATION/SHO_MET_ASSASSINATION_ATTEMPT_FAILED.anim"	"matched_action"	"bos_vet_combat_failed"	nil	1
"2135704160"	"metsuke"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/METSUKE/ACTION/ASSASSINATION/SHO_MET_DIED_FROM_ASSASSINATION.anim"	"action"	"bos_vet_combat_success_killed_target"	nil	1
"2135704164"	"metsuke"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/METSUKE/MATCHED_ACTION/ASSASSINATION/SHO_MET_DEFEND_AGAINST_ASSASSINATION.anim"	"matched_action"	"bos_vet_combat_attempt"	nil	1
"2135704172"	"metsuke"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/METSUKE/MATCHED_ACTION/ASSASSINATION/SHO_MET_ASSASSINATION_ATTEMPT_FAILED_COUNTERATTACK.anim"	"matched_action"	"bos_nin_assassination_died_from_fail"	nil	1
"2135704174"	"metsuke"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/METSUKE/MATCHED_ACTION/ASSASSINATION/SHO_MET_ASSASSINATION_ATTEMPT_FAILED.anim"	"matched_action"	"bos_nin_assassination_failed"	nil	1
"2135704176"	"metsuke"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/METSUKE/ACTION/ASSASSINATION/SHO_MET_DIED_FROM_ASSASSINATION.anim"	"action"	"bos_nin_assassination_success_killed_target"	nil	1
"2135704186"	"metsuke"	"normal"	"Animations/SHOGUN_ANIMATION/CAMPAIGN/MEN/METSUKE/MATCHED_ACTION/ASSASSINATION/SHO_MET_DEFEND_AGAINST_ASSASSINATION.anim"	"matched_action"	"bos_nin_assassination_attempt"	nil	1
