version 1, schema technology_faction_junctions_tables
Tech_IDRef(string)	Faction_IDRef(string)
"enlightenment_joint_stock_companies"	"british_rebels"
"enlightenment_joint_stock_companies"	"british_settler_rebels"
"enlightenment_joint_stock_companies"	"chechenya_dagestan"
"enlightenment_joint_stock_companies"	"cherokee"
"enlightenment_joint_stock_companies"	"colombia"
"enlightenment_joint_stock_companies"	"cossack_rebels"
"enlightenment_joint_stock_companies"	"courland"
"enlightenment_joint_stock_companies"	"crimean_khanate"
"enlightenment_joint_stock_companies"	"denmark"
"enlightenment_joint_stock_companies"	"dutch_rebels"
"enlightenment_joint_stock_companies"	"european_settler_rebels"
"enlightenment_joint_stock_companies"	"france"
"enlightenment_joint_stock_companies"	"french_rebels"
"enlightenment_joint_stock_companies"	"french_settler_rebels"
"enlightenment_joint_stock_companies"	"genoa"
"enlightenment_joint_stock_companies"	"georgia"
"enlightenment_joint_stock_companies"	"greece"
"enlightenment_joint_stock_companies"	"greek_rebels"
"enlightenment_joint_stock_companies"	"hannover"
"enlightenment_joint_stock_companies"	"hessen"
"enlightenment_joint_stock_companies"	"holstein_gottorp"
"enlightenment_joint_stock_companies"	"hungary"
"enlightenment_joint_stock_companies"	"huron"
"enlightenment_joint_stock_companies"	"india_settler_rebels"
"enlightenment_joint_stock_companies"	"inuit"
"enlightenment_joint_stock_companies"	"ireland"
"enlightenment_joint_stock_companies"	"iroquoi"
"enlightenment_joint_stock_companies"	"italian_rebels"
"enlightenment_joint_stock_companies"	"khanate_khiva"
"enlightenment_joint_stock_companies"	"knights_stjohn"
"enlightenment_joint_stock_companies"	"louisiana"
"enlightenment_joint_stock_companies"	"mamelukes"
"enlightenment_joint_stock_companies"	"maratha"
"enlightenment_joint_stock_companies"	"maratha_rebels"
"enlightenment_joint_stock_companies"	"mecklenburg"
"enlightenment_joint_stock_companies"	"mexico"
"enlightenment_joint_stock_companies"	"middle_east_settler_rebels"
"enlightenment_joint_stock_companies"	"morocco"
"enlightenment_joint_stock_companies"	"mughal"
"enlightenment_joint_stock_companies"	"mughal_rebels"
"enlightenment_joint_stock_companies"	"mysore"
"enlightenment_joint_stock_companies"	"naples_sicily"
"enlightenment_joint_stock_companies"	"netherlands"
"enlightenment_joint_stock_companies"	"new_spain"
"enlightenment_joint_stock_companies"	"norway"
"enlightenment_government_by_consent"	"british_rebels"
"enlightenment_government_by_consent"	"british_settler_rebels"
"enlightenment_government_by_consent"	"chechenya_dagestan"
"enlightenment_government_by_consent"	"cherokee"
"enlightenment_government_by_consent"	"colombia"
"enlightenment_government_by_consent"	"cossack_rebels"
"enlightenment_government_by_consent"	"courland"
"enlightenment_government_by_consent"	"crimean_khanate"
"enlightenment_government_by_consent"	"denmark"
"enlightenment_government_by_consent"	"dutch_rebels"
"enlightenment_government_by_consent"	"european_settler_rebels"
"enlightenment_government_by_consent"	"france"
"enlightenment_government_by_consent"	"french_rebels"
"enlightenment_government_by_consent"	"french_settler_rebels"
"enlightenment_government_by_consent"	"genoa"
"enlightenment_government_by_consent"	"georgia"
"enlightenment_government_by_consent"	"greece"
"enlightenment_government_by_consent"	"greek_rebels"
"enlightenment_government_by_consent"	"hannover"
"enlightenment_government_by_consent"	"hessen"
"enlightenment_government_by_consent"	"holstein_gottorp"
"enlightenment_government_by_consent"	"hungary"
"enlightenment_government_by_consent"	"huron"
"enlightenment_government_by_consent"	"india_settler_rebels"
"enlightenment_government_by_consent"	"inuit"
"enlightenment_government_by_consent"	"ireland"
"enlightenment_government_by_consent"	"iroquoi"
"enlightenment_government_by_consent"	"italian_rebels"
"enlightenment_government_by_consent"	"khanate_khiva"
"enlightenment_government_by_consent"	"knights_stjohn"
"enlightenment_government_by_consent"	"louisiana"
"enlightenment_government_by_consent"	"mamelukes"
"enlightenment_government_by_consent"	"maratha"
"enlightenment_government_by_consent"	"maratha_rebels"
"enlightenment_government_by_consent"	"mecklenburg"
"enlightenment_government_by_consent"	"mexico"
"enlightenment_government_by_consent"	"middle_east_settler_rebels"
"enlightenment_government_by_consent"	"morocco"
"enlightenment_government_by_consent"	"mughal"
"enlightenment_government_by_consent"	"mughal_rebels"
"enlightenment_government_by_consent"	"mysore"
"enlightenment_government_by_consent"	"naples_sicily"
"enlightenment_government_by_consent"	"netherlands"
"enlightenment_government_by_consent"	"new_spain"
"enlightenment_government_by_consent"	"norway"
"enlightenment_government_by_consent"	"ottoman_rebels"
"enlightenment_government_by_consent"	"ottomans"
"enlightenment_government_by_consent"	"papal_states"
"enlightenment_government_by_consent"	"persian_rebels"
"enlightenment_government_by_consent"	"piedmont_savoy"
"enlightenment_government_by_consent"	"pirates"
"enlightenment_government_by_consent"	"plains"
"enlightenment_government_by_consent"	"poland_lithuania"
"enlightenment_government_by_consent"	"portugal"
"enlightenment_government_by_consent"	"portugese_rebels"
"enlightenment_government_by_consent"	"powhatan"
"enlightenment_government_by_consent"	"prussia"
"enlightenment_government_by_consent"	"prussian_rebels"
"enlightenment_government_by_consent"	"pueblo"
"enlightenment_government_by_consent"	"punjab"
"enlightenment_government_by_consent"	"quebec"
"enlightenment_government_by_consent"	"russia"
"enlightenment_government_by_consent"	"safavids"
"enlightenment_government_by_consent"	"saxony"
"enlightenment_government_by_consent"	"scandinavian_rebels"
"enlightenment_government_by_consent"	"scotland"
"enlightenment_government_by_consent"	"sikh_rebels"
"enlightenment_government_by_consent"	"slavic_rebels"
"enlightenment_government_by_consent"	"spain"
"enlightenment_government_by_consent"	"spanish_rebels"
"enlightenment_government_by_consent"	"spanish_settler_rebels"
"enlightenment_government_by_consent"	"sweden"
"enlightenment_government_by_consent"	"swiss_confederation"
"enlightenment_government_by_consent"	"thirteen_colonies"
"enlightenment_government_by_consent"	"tuscany"
"enlightenment_government_by_consent"	"united_states"
"enlightenment_government_by_consent"	"venice"
"enlightenment_government_by_consent"	"virginia"
"enlightenment_government_by_consent"	"virginia_colonists"
"enlightenment_government_by_consent"	"westphalia"
"enlightenment_government_by_consent"	"wurttemberg"
"enlightenment_national_debt"	"mughal_rebels"
"enlightenment_national_debt"	"mysore"
"enlightenment_national_debt"	"naples_sicily"
"enlightenment_national_debt"	"netherlands"
"enlightenment_national_debt"	"new_spain"
"enlightenment_national_debt"	"norway"
"enlightenment_national_debt"	"ottoman_rebels"
"enlightenment_national_debt"	"ottomans"
"enlightenment_national_debt"	"papal_states"
"enlightenment_national_debt"	"persian_rebels"
"enlightenment_national_debt"	"piedmont_savoy"
"enlightenment_national_debt"	"pirates"
"enlightenment_national_debt"	"plains"
"enlightenment_national_debt"	"poland_lithuania"
"enlightenment_national_debt"	"portugal"
"enlightenment_national_debt"	"portugese_rebels"
"enlightenment_national_debt"	"powhatan"
"enlightenment_national_debt"	"prussia"
"enlightenment_national_debt"	"prussian_rebels"
"enlightenment_national_debt"	"pueblo"
"enlightenment_national_debt"	"punjab"
"enlightenment_national_debt"	"quebec"
"enlightenment_national_debt"	"russia"
"enlightenment_national_debt"	"safavids"
"enlightenment_national_debt"	"saxony"
"enlightenment_national_debt"	"scandinavian_rebels"
"enlightenment_national_debt"	"scotland"
"enlightenment_national_debt"	"sikh_rebels"
"enlightenment_national_debt"	"slavic_rebels"
"enlightenment_joint_stock_companies"	"ottoman_rebels"
"enlightenment_joint_stock_companies"	"ottomans"
"enlightenment_joint_stock_companies"	"papal_states"
"enlightenment_joint_stock_companies"	"persian_rebels"
"enlightenment_joint_stock_companies"	"piedmont_savoy"
"enlightenment_joint_stock_companies"	"pirates"
"enlightenment_joint_stock_companies"	"plains"
"enlightenment_joint_stock_companies"	"poland_lithuania"
"enlightenment_joint_stock_companies"	"portugal"
"enlightenment_joint_stock_companies"	"portugese_rebels"
"enlightenment_joint_stock_companies"	"powhatan"
"enlightenment_joint_stock_companies"	"prussia"
"enlightenment_joint_stock_companies"	"prussian_rebels"
"enlightenment_joint_stock_companies"	"pueblo"
"enlightenment_joint_stock_companies"	"punjab"
"enlightenment_joint_stock_companies"	"quebec"
"enlightenment_joint_stock_companies"	"russia"
"enlightenment_joint_stock_companies"	"safavids"
"enlightenment_joint_stock_companies"	"saxony"
"enlightenment_joint_stock_companies"	"scandinavian_rebels"
"enlightenment_joint_stock_companies"	"scotland"
"enlightenment_joint_stock_companies"	"sikh_rebels"
"enlightenment_joint_stock_companies"	"slavic_rebels"
"enlightenment_joint_stock_companies"	"spain"
"enlightenment_joint_stock_companies"	"spanish_rebels"
"enlightenment_joint_stock_companies"	"spanish_settler_rebels"
"enlightenment_joint_stock_companies"	"sweden"
"enlightenment_joint_stock_companies"	"swiss_confederation"
"enlightenment_joint_stock_companies"	"thirteen_colonies"
"enlightenment_joint_stock_companies"	"tuscany"
"enlightenment_joint_stock_companies"	"united_states"
"enlightenment_joint_stock_companies"	"venice"
"enlightenment_joint_stock_companies"	"virginia"
"enlightenment_joint_stock_companies"	"virginia_colonists"
"enlightenment_joint_stock_companies"	"westphalia"
"enlightenment_joint_stock_companies"	"wurttemberg"
"enlightenment_national_debt"	"afghanistan"
"enlightenment_national_debt"	"american_rebels"
"enlightenment_national_debt"	"amerind_rebels"
"enlightenment_national_debt"	"austria"
"enlightenment_national_debt"	"austrian_rebels"
"enlightenment_national_debt"	"barbary_rebels"
"enlightenment_national_debt"	"barbary_states"
"enlightenment_national_debt"	"bavaria"
"enlightenment_national_debt"	"britain"
"enlightenment_national_debt"	"british_rebels"
"enlightenment_national_debt"	"british_settler_rebels"
"enlightenment_national_debt"	"chechenya_dagestan"
"enlightenment_national_debt"	"cherokee"
"enlightenment_national_debt"	"colombia"
"enlightenment_national_debt"	"cossack_rebels"
"enlightenment_national_debt"	"courland"
"enlightenment_national_debt"	"crimean_khanate"
"enlightenment_national_debt"	"denmark"
"enlightenment_national_debt"	"dutch_rebels"
"enlightenment_national_debt"	"european_settler_rebels"
"enlightenment_national_debt"	"france"
"enlightenment_national_debt"	"french_rebels"
"enlightenment_national_debt"	"french_settler_rebels"
"enlightenment_national_debt"	"genoa"
"enlightenment_national_debt"	"georgia"
"enlightenment_national_debt"	"greece"
"enlightenment_national_debt"	"greek_rebels"
"enlightenment_national_debt"	"hannover"
"enlightenment_national_debt"	"hessen"
"enlightenment_national_debt"	"holstein_gottorp"
"enlightenment_national_debt"	"hungary"
"enlightenment_national_debt"	"huron"
"enlightenment_national_debt"	"india_settler_rebels"
"enlightenment_national_debt"	"inuit"
"enlightenment_national_debt"	"ireland"
"enlightenment_national_debt"	"iroquoi"
"enlightenment_national_debt"	"italian_rebels"
"enlightenment_national_debt"	"khanate_khiva"
"enlightenment_national_debt"	"knights_stjohn"
"enlightenment_national_debt"	"louisiana"
"enlightenment_national_debt"	"mamelukes"
"enlightenment_national_debt"	"maratha"
"enlightenment_national_debt"	"maratha_rebels"
"enlightenment_national_debt"	"mecklenburg"
"enlightenment_national_debt"	"mexico"
"enlightenment_national_debt"	"middle_east_settler_rebels"
"enlightenment_national_debt"	"morocco"
"enlightenment_national_debt"	"mughal"
"enlightenment_separation_of_powers"	"virginia_colonists"
"enlightenment_separation_of_powers"	"westphalia"
"enlightenment_separation_of_powers"	"wurttemberg"
"enlightenment_social_contract"	"afghanistan"
"enlightenment_social_contract"	"american_rebels"
"enlightenment_social_contract"	"amerind_rebels"
"enlightenment_social_contract"	"austria"
"enlightenment_social_contract"	"austrian_rebels"
"enlightenment_social_contract"	"barbary_rebels"
"enlightenment_social_contract"	"barbary_states"
"enlightenment_social_contract"	"bavaria"
"enlightenment_social_contract"	"britain"
"enlightenment_social_contract"	"british_rebels"
"enlightenment_social_contract"	"british_settler_rebels"
"enlightenment_social_contract"	"chechenya_dagestan"
"enlightenment_social_contract"	"cherokee"
"enlightenment_social_contract"	"colombia"
"enlightenment_social_contract"	"cossack_rebels"
"enlightenment_social_contract"	"courland"
"enlightenment_social_contract"	"crimean_khanate"
"enlightenment_social_contract"	"denmark"
"enlightenment_social_contract"	"dutch_rebels"
"enlightenment_social_contract"	"european_settler_rebels"
"enlightenment_social_contract"	"france"
"enlightenment_social_contract"	"french_rebels"
"enlightenment_social_contract"	"french_settler_rebels"
"enlightenment_social_contract"	"genoa"
"enlightenment_social_contract"	"georgia"
"enlightenment_national_debt"	"spain"
"enlightenment_national_debt"	"spanish_rebels"
"enlightenment_national_debt"	"spanish_settler_rebels"
"enlightenment_national_debt"	"sweden"
"enlightenment_national_debt"	"swiss_confederation"
"enlightenment_national_debt"	"thirteen_colonies"
"enlightenment_national_debt"	"tuscany"
"enlightenment_national_debt"	"united_states"
"enlightenment_national_debt"	"venice"
"enlightenment_national_debt"	"virginia"
"enlightenment_national_debt"	"virginia_colonists"
"enlightenment_national_debt"	"westphalia"
"enlightenment_national_debt"	"wurttemberg"
"enlightenment_physiocracy"	"afghanistan"
"enlightenment_physiocracy"	"american_rebels"
"enlightenment_physiocracy"	"amerind_rebels"
"enlightenment_physiocracy"	"austria"
"enlightenment_physiocracy"	"austrian_rebels"
"enlightenment_physiocracy"	"barbary_rebels"
"enlightenment_physiocracy"	"barbary_states"
"enlightenment_physiocracy"	"bavaria"
"enlightenment_physiocracy"	"britain"
"enlightenment_physiocracy"	"british_rebels"
"enlightenment_physiocracy"	"british_settler_rebels"
"enlightenment_physiocracy"	"chechenya_dagestan"
"enlightenment_physiocracy"	"cherokee"
"enlightenment_physiocracy"	"colombia"
"enlightenment_physiocracy"	"cossack_rebels"
"enlightenment_physiocracy"	"courland"
"enlightenment_physiocracy"	"crimean_khanate"
"enlightenment_physiocracy"	"denmark"
"enlightenment_physiocracy"	"dutch_rebels"
"enlightenment_physiocracy"	"european_settler_rebels"
"enlightenment_physiocracy"	"france"
"enlightenment_physiocracy"	"french_rebels"
"enlightenment_physiocracy"	"french_settler_rebels"
"enlightenment_physiocracy"	"genoa"
"enlightenment_physiocracy"	"georgia"
"enlightenment_physiocracy"	"greece"
"enlightenment_physiocracy"	"greek_rebels"
"enlightenment_physiocracy"	"hannover"
"enlightenment_physiocracy"	"hessen"
"enlightenment_physiocracy"	"holstein_gottorp"
"enlightenment_physiocracy"	"hungary"
"enlightenment_physiocracy"	"huron"
"enlightenment_physiocracy"	"india_settler_rebels"
"enlightenment_physiocracy"	"inuit"
"enlightenment_physiocracy"	"ireland"
"enlightenment_physiocracy"	"iroquoi"
"enlightenment_physiocracy"	"italian_rebels"
"enlightenment_physiocracy"	"khanate_khiva"
"enlightenment_physiocracy"	"knights_stjohn"
"enlightenment_physiocracy"	"louisiana"
"enlightenment_physiocracy"	"mamelukes"
"enlightenment_physiocracy"	"maratha"
"enlightenment_physiocracy"	"maratha_rebels"
"enlightenment_physiocracy"	"mecklenburg"
"enlightenment_physiocracy"	"mexico"
"enlightenment_physiocracy"	"middle_east_settler_rebels"
"enlightenment_physiocracy"	"morocco"
"enlightenment_physiocracy"	"mughal"
"enlightenment_physiocracy"	"mughal_rebels"
"enlightenment_physiocracy"	"mysore"
"enlightenment_physiocracy"	"naples_sicily"
"enlightenment_physiocracy"	"netherlands"
"enlightenment_physiocracy"	"new_spain"
"enlightenment_physiocracy"	"norway"
"enlightenment_physiocracy"	"ottoman_rebels"
"enlightenment_physiocracy"	"ottomans"
"enlightenment_physiocracy"	"papal_states"
"enlightenment_physiocracy"	"persian_rebels"
"enlightenment_physiocracy"	"piedmont_savoy"
"enlightenment_physiocracy"	"pirates"
"enlightenment_physiocracy"	"plains"
"enlightenment_physiocracy"	"poland_lithuania"
"enlightenment_physiocracy"	"portugal"
"enlightenment_physiocracy"	"portugese_rebels"
